TF Hub	Modulator	Target	Score	P-Value
1973_s_at	40274_at	40453_s_at	0.216766	0.00330607
1973_s_at	40274_at	40842_at	0.180624	0.035257
1973_s_at	40274_at	41779_at	0.177713	0.00637718
1973_s_at	40274_at	32230_at	0.360818	1.06514e-007
1973_s_at	40274_at	37720_at	0.284195	0.000524406
1973_s_at	40274_at	40195_at	0.229425	0.00111853
1973_s_at	40274_at	40898_at	0.184839	0.0153888
1973_s_at	40274_at	41323_at	0.14566	0.0327267
1973_s_at	40274_at	41485_at	0.297902	0.000181169
1973_s_at	40274_at	2035_s_at	0.390429	2.88031e-008
1973_s_at	40274_at	1884_s_at	0.223048	0.00118486
1973_s_at	40274_at	1854_at	0.247236	0.0001294
1973_s_at	40274_at	1824_s_at	0.278979	0.000350395
1973_s_at	40274_at	1721_g_at	0.216267	0.012741
1973_s_at	40274_at	1644_at	0.318918	1.58555e-005
1973_s_at	40274_at	1584_at	0.173832	0.0310694
1973_s_at	40274_at	1468_at	0.261728	0.00263591
1973_s_at	40274_at	1447_at	0.168519	0.0400771
1973_s_at	40274_at	1313_at	0.206535	0.0192934
1973_s_at	40274_at	1093_at	0.245435	0.00256094
1973_s_at	40274_at	947_at	0.281412	0.000185481
1973_s_at	40274_at	673_at	0.229368	0.0203902
1973_s_at	40274_at	496_s_at	0.222533	0.00123861
1973_s_at	40274_at	241_g_at	0.26121	0.00273084
1973_s_at	40274_at	39812_at	0.223817	0.0279894
1973_s_at	40362_at	36276_at	-0.171368	0.0361436
1973_s_at	40362_at	33720_at	-0.218898	0.0288018
1973_s_at	40362_at	35625_at	-0.152476	0.024238
1973_s_at	40362_at	36088_at	-0.23769	0.00959023
1973_s_at	40362_at	37955_at	-0.179481	0.0334279
1973_s_at	40362_at	38720_at	-0.250704	0.00420471
1973_s_at	40362_at	39056_at	-0.260238	0.00291744
1973_s_at	40362_at	39073_at	-0.280838	0.000674237
1973_s_at	40362_at	32261_at	-0.186258	0.0140132
1973_s_at	40362_at	35322_at	-0.20099	0.0325989
1973_s_at	40362_at	36620_at	-0.221467	0.0106568
1973_s_at	40362_at	37298_at	-0.238854	0.00528474
1973_s_at	40362_at	37318_at	-0.256959	0.00363866
1973_s_at	40362_at	38095_i_at	-0.186066	0.0141924
1973_s_at	40362_at	38395_at	-0.184135	0.0243848
1973_s_at	40362_at	40588_r_at	-0.180607	0.0352932
1973_s_at	40362_at	32518_at	-0.20985	0.0469741
1973_s_at	40362_at	32584_at	-0.159757	0.0265685
1973_s_at	40362_at	1985_s_at	-0.258615	0.00325584
1973_s_at	40362_at	1521_at	-0.286988	0.000424324
1973_s_at	40362_at	673_at	-0.217615	0.0393827
1973_s_at	40362_at	41415_at	-0.220209	0.0341963
1973_s_at	40362_at	35615_at	-0.311196	6.1062e-005
1973_s_at	40362_at	38811_at	-0.251524	0.00520852
1973_s_at	40516_at	31463_s_at	-0.183381	0.0256813
1973_s_at	40516_at	31502_at	-0.284049	4.85613e-006
1973_s_at	40516_at	33091_at	-0.20391	0.00661714
1973_s_at	40516_at	34066_at	-0.206014	0.00483682
1973_s_at	40516_at	32271_at	-0.229766	7.55855e-005
1973_s_at	40516_at	32378_at	-0.247173	0.00229877
1973_s_at	40516_at	32897_at	-0.180598	0.0202753
1973_s_at	40516_at	34422_r_at	-0.197278	0.00056525
1973_s_at	40516_at	34451_at	-0.296635	8.27157e-005
1973_s_at	40516_at	35397_at	-0.269461	1.35068e-005
1973_s_at	40516_at	36276_at	-0.210173	0.00261777
1973_s_at	40516_at	36295_at	-0.19454	0.000301334
1973_s_at	40516_at	36303_f_at	-0.140763	0.0480556
1973_s_at	40516_at	37420_i_at	-0.176064	0.0270385
1973_s_at	40516_at	38501_s_at	-0.168322	0.0140125
1973_s_at	40516_at	38603_at	-0.314016	8.51145e-007
1973_s_at	40516_at	38948_at	-0.234611	0.000887597
1973_s_at	40516_at	38956_at	-0.308566	1.45083e-006
1973_s_at	40516_at	39663_at	-0.242575	4.3396e-006
1973_s_at	40516_at	39670_at	-0.312732	2.53181e-005
1973_s_at	40516_at	39677_at	-0.245536	0.00125224
1973_s_at	40516_at	40036_at	-0.244484	3.46252e-006
1973_s_at	40516_at	40337_at	-0.15258	0.0433183
1973_s_at	40516_at	40364_at	-0.173789	0.00891459
1973_s_at	40516_at	40690_at	-0.304013	1.86616e-005
1973_s_at	40516_at	40691_at	-0.227135	0.000435058
1973_s_at	40516_at	40713_at	-0.208633	0.00392861
1973_s_at	40516_at	40729_s_at	-0.2239	0.00927218
1973_s_at	40516_at	41429_at	-0.220462	0.0112829
1973_s_at	40516_at	41606_at	-0.23641	0.00444337
1973_s_at	40516_at	31850_at	-0.160394	0.0261831
1973_s_at	40516_at	32029_at	-0.270814	1.82284e-005
1973_s_at	40516_at	32031_at	-0.196034	0.0365874
1973_s_at	40516_at	32048_at	-0.22539	0.000680577
1973_s_at	40516_at	32120_at	-0.31028	1.07892e-005
1973_s_at	40516_at	33247_at	-0.244323	0.00373832
1973_s_at	40516_at	33252_at	-0.276213	0.000345854
1973_s_at	40516_at	33325_at	-0.23115	0.00051847
1973_s_at	40516_at	33774_at	-0.170919	0.037144
1973_s_at	40516_at	33779_at	-0.18357	0.00204746
1973_s_at	40516_at	34292_at	-0.145385	0.0389165
1973_s_at	40516_at	34715_at	-0.309138	3.51387e-005
1973_s_at	40516_at	35227_at	-0.250744	0.0012687
1973_s_at	40516_at	35625_at	-0.19242	0.000784027
1973_s_at	40516_at	36041_at	-0.202213	0.00679296
1973_s_at	40516_at	36479_at	-0.175683	0.0200547
1973_s_at	40516_at	36517_at	-0.238002	0.000296748
1973_s_at	40516_at	36839_at	-0.268646	0.000732118
1973_s_at	40516_at	36863_at	-0.236229	0.000190735
1973_s_at	40516_at	36885_at	-0.16313	0.00728077
1973_s_at	40516_at	36913_at	-0.261279	3.18243e-005
1973_s_at	40516_at	37282_at	-0.260725	0.000611015
1973_s_at	40516_at	37649_at	-0.243521	0.00320635
1973_s_at	40516_at	37955_at	-0.19172	0.014265
1973_s_at	40516_at	37980_at	-0.197674	0.00643745
1973_s_at	40516_at	38720_at	-0.217509	0.0311025
1973_s_at	40516_at	39049_at	-0.242902	0.00334659
1973_s_at	40516_at	39056_at	-0.240276	0.0106221
1973_s_at	40516_at	39060_at	-0.257346	0.000784914
1973_s_at	40516_at	39073_at	-0.233398	0.0160974
1973_s_at	40516_at	39337_at	-0.267963	2.19399e-005
1973_s_at	40516_at	39353_at	-0.279717	0.000559248
1973_s_at	40516_at	39438_at	-0.280548	0.000257003
1973_s_at	40516_at	39748_at	-0.209455	0.0279997
1973_s_at	40516_at	39767_at	-0.254946	0.000596616
1973_s_at	40516_at	39784_at	-0.161809	0.011631
1973_s_at	40516_at	40129_at	-0.208085	0.0223763
1973_s_at	40516_at	40137_at	-0.243982	0.000428831
1973_s_at	40516_at	40453_s_at	-0.207204	0.00643481
1973_s_at	40516_at	40456_at	-0.227968	0.00124383
1973_s_at	40516_at	40509_at	-0.22158	0.0135329
1973_s_at	40516_at	40771_at	-0.202818	0.0424093
1973_s_at	40516_at	40842_at	-0.195568	0.013935
1973_s_at	40516_at	41126_at	-0.216068	0.00242662
1973_s_at	40516_at	41183_at	-0.244019	0.000163506
1973_s_at	40516_at	41779_at	-0.181009	0.00478173
1973_s_at	40516_at	32181_at	-0.281853	0.000118757
1973_s_at	40516_at	32212_at	-0.193295	0.0483326
1973_s_at	40516_at	32229_at	-0.231082	0.00367834
1973_s_at	40516_at	32230_at	-0.313929	1.11613e-005
1973_s_at	40516_at	32254_at	-0.247117	0.00249513
1973_s_at	40516_at	32786_at	-0.194374	0.0080962
1973_s_at	40516_at	32848_at	-0.200101	0.00412153
1973_s_at	40516_at	32849_at	-0.213354	9.73446e-005
1973_s_at	40516_at	32850_at	-0.221747	4.57705e-005
1973_s_at	40516_at	33346_r_at	-0.200534	0.0462581
1973_s_at	40516_at	33456_at	-0.199201	0.0497368
1973_s_at	40516_at	33847_s_at	-0.165317	0.0140111
1973_s_at	40516_at	34829_at	-0.21757	0.0173075
1973_s_at	40516_at	34865_at	-0.294457	0.000182681
1973_s_at	40516_at	35299_at	-0.21225	0.000232548
1973_s_at	40516_at	35317_at	-0.227644	0.0175023
1973_s_at	40516_at	35322_at	-0.245823	0.00250013
1973_s_at	40516_at	35349_at	-0.24308	0.0021818
1973_s_at	40516_at	36111_s_at	-0.21792	0.0185048
1973_s_at	40516_at	36203_at	-0.266092	0.00148712
1973_s_at	40516_at	36576_at	-0.173352	0.00924835
1973_s_at	40516_at	36608_at	-0.228455	5.9585e-005
1973_s_at	40516_at	36620_at	-0.237258	0.00422214
1973_s_at	40516_at	36654_s_at	-0.226309	2.43166e-005
1973_s_at	40516_at	36999_at	-0.202556	0.0247122
1973_s_at	40516_at	37046_at	-0.221174	0.00240997
1973_s_at	40516_at	37329_at	-0.21745	0.0397335
1973_s_at	40516_at	37666_at	-0.218865	0.0288554
1973_s_at	40516_at	37696_at	-0.223813	0.000927542
1973_s_at	40516_at	37697_s_at	-0.204366	0.0374163
1973_s_at	40516_at	37698_at	-0.245065	0.00788085
1973_s_at	40516_at	37720_at	-0.349806	1.88467e-006
1973_s_at	40516_at	37737_at	-0.220714	0.00118002
1973_s_at	40516_at	37752_at	-0.233432	0.00083295
1973_s_at	40516_at	38395_at	-0.209392	0.00369658
1973_s_at	40516_at	38398_at	-0.200994	0.0325925
1973_s_at	40516_at	38429_at	-0.256056	0.0029522
1973_s_at	40516_at	38450_at	-0.23459	0.00390137
1973_s_at	40516_at	38785_at	-0.188405	0.0178567
1973_s_at	40516_at	38828_s_at	-0.237809	0.00473548
1973_s_at	40516_at	38834_at	-0.196387	0.0070428
1973_s_at	40516_at	38844_at	-0.256686	0.000138748
1973_s_at	40516_at	38845_at	-0.210267	0.00344517
1973_s_at	40516_at	39127_f_at	-0.192805	0.00211188
1973_s_at	40516_at	39183_at	-0.21637	0.0034004
1973_s_at	40516_at	39846_at	-0.229134	4.48903e-006
1973_s_at	40516_at	40195_at	-0.248308	0.00026889
1973_s_at	40516_at	40249_at	-0.156738	0.0196104
1973_s_at	40516_at	40276_at	-0.211558	0.00236213
1973_s_at	40516_at	40587_s_at	-0.233401	0.0124452
1973_s_at	40516_at	40588_r_at	-0.174751	0.0497148
1973_s_at	40516_at	40891_f_at	-0.234114	0.000444017
1973_s_at	40516_at	40898_at	-0.213608	0.00202668
1973_s_at	40516_at	40992_s_at	-0.214174	0.021226
1973_s_at	40516_at	41323_at	-0.18812	0.000606905
1973_s_at	40516_at	41485_at	-0.318582	3.2572e-005
1973_s_at	40516_at	32518_at	-0.290482	0.000248562
1973_s_at	40516_at	32590_at	-0.301965	0.000100835
1973_s_at	40516_at	2035_s_at	-0.294949	0.000228928
1973_s_at	40516_at	2028_s_at	-0.147204	0.0359763
1973_s_at	40516_at	2000_at	-0.201499	0.026365
1973_s_at	40516_at	2001_g_at	-0.187004	0.0199708
1973_s_at	40516_at	2012_s_at	-0.263205	0.00030324
1973_s_at	40516_at	1985_s_at	-0.214474	0.0465765
1973_s_at	40516_at	1909_at	-0.305985	4.18343e-005
1973_s_at	40516_at	1910_s_at	-0.27911	7.77872e-006
1973_s_at	40516_at	1884_s_at	-0.318092	4.49468e-008
1973_s_at	40516_at	1847_s_at	-0.238425	1.27963e-006
1973_s_at	40516_at	1854_at	-0.201284	0.00698856
1973_s_at	40516_at	1824_s_at	-0.2658	0.000892785
1973_s_at	40516_at	1796_s_at	-0.287294	1.56791e-007
1973_s_at	40516_at	1782_s_at	-0.217669	0.0018729
1973_s_at	40516_at	1785_at	-0.175427	0.0387778
1973_s_at	40516_at	1752_at	-0.217969	0.00916376
1973_s_at	40516_at	1721_g_at	-0.284264	9.77338e-005
1973_s_at	40516_at	1644_at	-0.271892	0.000463325
1973_s_at	40516_at	1584_at	-0.237312	0.00031412
1973_s_at	40516_at	1529_at	-0.19525	0.0110151
1973_s_at	40516_at	1530_g_at	-0.189084	0.021038
1973_s_at	40516_at	1536_at	-0.260762	0.00214837
1973_s_at	40516_at	1521_at	-0.220191	0.0342294
1973_s_at	40516_at	1447_at	-0.244942	8.39753e-005
1973_s_at	40516_at	1356_at	-0.248021	0.00500437
1973_s_at	40516_at	1357_at	-0.149552	0.0337579
1973_s_at	40516_at	1313_at	-0.250443	0.000854045
1973_s_at	40516_at	1250_at	-0.237361	0.000718859
1973_s_at	40516_at	1224_at	-0.216955	0.0195494
1973_s_at	40516_at	1154_at	-0.214045	0.0375695
1973_s_at	40516_at	1081_at	-0.248166	0.00495791
1973_s_at	40516_at	1093_at	-0.23544	0.00470953
1973_s_at	40516_at	1094_g_at	-0.237141	0.00425191
1973_s_at	40516_at	966_at	-0.183558	0.000982943
1973_s_at	40516_at	967_g_at	-0.208652	0.00392251
1973_s_at	40516_at	945_at	-0.167193	0.00746872
1973_s_at	40516_at	947_at	-0.296752	5.13761e-005
1973_s_at	40516_at	860_at	-0.283288	5.22448e-006
1973_s_at	40516_at	861_g_at	-0.243768	6.43458e-006
1973_s_at	40516_at	831_at	-0.274588	0.00106641
1973_s_at	40516_at	749_at	-0.211577	0.0428779
1973_s_at	40516_at	722_at	-0.1509	0.0483995
1973_s_at	40516_at	673_at	-0.265729	0.00200014
1973_s_at	40516_at	674_g_at	-0.237819	0.00951455
1973_s_at	40516_at	588_at	-0.2367	1.62197e-006
1973_s_at	40516_at	591_s_at	-0.170471	0.00644699
1973_s_at	40516_at	548_s_at	-0.233607	0.000242715
1973_s_at	40516_at	496_s_at	-0.26084	3.32943e-005
1973_s_at	40516_at	371_at	-0.253895	0.000173301
1973_s_at	40516_at	288_s_at	-0.232011	0.000537266
1973_s_at	40516_at	41415_at	-0.246114	0.00737511
1973_s_at	40516_at	38811_at	-0.245827	0.00751028
1973_s_at	40641_at	34325_at	-0.182466	0.0260626
1973_s_at	40641_at	877_at	0.209615	0.0475583
1973_s_at	40790_at	31502_at	-0.20656	0.00341277
1973_s_at	40790_at	33091_at	-0.18281	0.0251082
1973_s_at	40790_at	34066_at	-0.179094	0.0343008
1973_s_at	40790_at	32271_at	-0.207352	0.000605171
1973_s_at	40790_at	32897_at	-0.188723	0.01189
1973_s_at	40790_at	36276_at	-0.191182	0.0100719
1973_s_at	40790_at	36303_f_at	-0.167444	0.00487382
1973_s_at	40790_at	38603_at	-0.187475	0.0232523
1973_s_at	40790_at	39604_at	-0.168455	0.00763519
1973_s_at	40790_at	39663_at	-0.189948	0.00113737
1973_s_at	40790_at	39670_at	-0.281596	0.000239065
1973_s_at	40790_at	39677_at	-0.217472	0.00947491
1973_s_at	40790_at	40713_at	-0.223636	0.00112618
1973_s_at	40790_at	40729_s_at	-0.261103	0.000946166
1973_s_at	40790_at	32029_at	-0.188387	0.00898379
1973_s_at	40790_at	32048_at	-0.162985	0.0426778
1973_s_at	40790_at	33250_at	-0.189435	0.0168127
1973_s_at	40790_at	36088_at	-0.26029	0.00221851
1973_s_at	40790_at	36517_at	-0.170513	0.0380707
1973_s_at	40790_at	36874_at	-0.17636	0.0265406
1973_s_at	40790_at	36876_at	-0.260563	4.27974e-005
1973_s_at	40790_at	37535_at	-0.217932	0.0387127
1973_s_at	40790_at	37649_at	-0.319589	6.61008e-006
1973_s_at	40790_at	37955_at	-0.252399	7.80423e-005
1973_s_at	40790_at	37980_at	-0.170575	0.0379267
1973_s_at	40790_at	38720_at	-0.274439	0.000822115
1973_s_at	40790_at	39056_at	-0.245772	0.00753677
1973_s_at	40790_at	39060_at	-0.258744	0.000707925
1973_s_at	40790_at	39073_at	-0.275463	0.00100085
1973_s_at	40790_at	39353_at	-0.24104	0.00779388
1973_s_at	40790_at	39748_at	-0.19955	0.0488033
1973_s_at	40790_at	40453_s_at	-0.192329	0.0171488
1973_s_at	40790_at	41723_s_at	-0.218173	0.0299834
1973_s_at	40790_at	32261_at	-0.197919	0.00632798
1973_s_at	40790_at	32786_at	-0.18258	0.0178369
1973_s_at	40790_at	33346_r_at	-0.269984	0.000459713
1973_s_at	40790_at	34865_at	-0.300039	0.000117621
1973_s_at	40790_at	35317_at	-0.220167	0.0268349
1973_s_at	40790_at	35322_at	-0.271929	0.000462173
1973_s_at	40790_at	35349_at	-0.224113	0.00776885
1973_s_at	40790_at	36102_at	-0.224714	0.00884786
1973_s_at	40790_at	36573_at	-0.233251	0.000480267
1973_s_at	40790_at	36620_at	-0.223875	0.00928566
1973_s_at	40790_at	36992_at	-0.246371	0.00556407
1973_s_at	40790_at	36999_at	-0.195854	0.0369765
1973_s_at	40790_at	37046_at	-0.179369	0.0379841
1973_s_at	40790_at	37298_at	-0.219158	0.0172394
1973_s_at	40790_at	37318_at	-0.227442	0.022786
1973_s_at	40790_at	37329_at	-0.231841	0.0176486
1973_s_at	40790_at	37666_at	-0.242517	0.00710493
1973_s_at	40790_at	37696_at	-0.220442	0.00120506
1973_s_at	40790_at	37698_at	-0.273839	0.00112575
1973_s_at	40790_at	38395_at	-0.199825	0.00781308
1973_s_at	40790_at	38429_at	-0.21644	0.0329834
1973_s_at	40790_at	38780_at	-0.198728	0.0366588
1973_s_at	40790_at	38785_at	-0.233634	0.000820583
1973_s_at	40790_at	39127_f_at	-0.298545	4.07616e-008
1973_s_at	40790_at	40276_at	-0.174806	0.029248
1973_s_at	40790_at	40588_r_at	-0.233386	0.000974311
1973_s_at	40790_at	40891_f_at	-0.224754	0.00102202
1973_s_at	40790_at	40992_s_at	-0.246598	0.00258772
1973_s_at	40790_at	41250_at	-0.238392	0.0119212
1973_s_at	40790_at	41600_at	-0.245579	0.00277896
1973_s_at	40790_at	32518_at	-0.282575	0.000452402
1973_s_at	40790_at	32590_at	-0.211584	0.042861
1973_s_at	40790_at	2000_at	-0.224708	0.00577729
1973_s_at	40790_at	2001_g_at	-0.185425	0.0223016
1973_s_at	40790_at	1985_s_at	-0.243337	0.00878491
1973_s_at	40790_at	1796_s_at	-0.161614	0.0233232
1973_s_at	40790_at	1785_at	-0.179303	0.0309331
1973_s_at	40790_at	1529_at	-0.219463	0.00160991
1973_s_at	40790_at	1521_at	-0.277869	0.000839616
1973_s_at	40790_at	1468_at	-0.245002	0.00791227
1973_s_at	40790_at	1470_at	-0.247397	0.00679699
1973_s_at	40790_at	1313_at	-0.215114	0.0110859
1973_s_at	40790_at	945_at	-0.155038	0.0198997
1973_s_at	40790_at	877_at	-0.250849	0.00416517
1973_s_at	40790_at	673_at	-0.229368	0.0203903
1973_s_at	40790_at	548_s_at	-0.240493	0.000128137
1973_s_at	40790_at	496_s_at	-0.178507	0.0356618
1973_s_at	40790_at	371_at	-0.187574	0.0187953
1973_s_at	40790_at	240_at	-0.186994	0.019477
1973_s_at	40790_at	241_g_at	-0.216892	0.0409461
1973_s_at	40790_at	133_at	-0.236287	1.71609e-006
1973_s_at	40790_at	39812_at	-0.24035	0.0105737
1973_s_at	40790_at	35615_at	-0.32885	1.32096e-005
1973_s_at	40790_at	36135_at	-0.224038	0.027645
1973_s_at	40790_at	38811_at	-0.270776	0.00140205
1973_s_at	40818_at	40891_f_at	-0.209898	0.00354909
1973_s_at	40896_at	31463_s_at	0.183611	0.0252789
1973_s_at	40896_at	34451_at	0.198888	0.0363566
1973_s_at	40896_at	36303_f_at	0.151662	0.019976
1973_s_at	40896_at	39663_at	0.171816	0.00575256
1973_s_at	40896_at	39670_at	0.267482	0.000622061
1973_s_at	40896_at	31850_at	0.197964	0.000989786
1973_s_at	40896_at	32048_at	0.228731	0.000530237
1973_s_at	40896_at	34292_at	0.150358	0.0272254
1973_s_at	40896_at	36833_at	0.178872	0.0226433
1973_s_at	40896_at	41126_at	0.172167	0.0494381
1973_s_at	40896_at	41779_at	0.205067	0.000488408
1973_s_at	40896_at	32850_at	0.233718	1.2107e-005
1973_s_at	40896_at	36999_at	0.24252	0.00157762
1973_s_at	40896_at	37720_at	0.22696	0.0234242
1973_s_at	40896_at	37737_at	0.172298	0.0341467
1973_s_at	40896_at	38429_at	0.301677	0.000103192
1973_s_at	40896_at	38844_at	0.183039	0.0247642
1973_s_at	40896_at	1847_s_at	0.195594	0.000267966
1973_s_at	40896_at	1752_at	0.234537	0.00286239
1973_s_at	40896_at	1529_at	0.194171	0.0119279
1973_s_at	40896_at	1530_g_at	0.233625	0.000956801
1973_s_at	40896_at	1225_g_at	0.212952	0.0228217
1973_s_at	40896_at	1199_at	0.239539	0.0111139
1973_s_at	40896_at	371_at	0.182072	0.0262426
1973_s_at	40896_at	288_s_at	0.188485	0.017989
1973_s_at	40944_at	36303_f_at	0.185839	0.000773582
1973_s_at	40944_at	40325_at	-0.206425	0.0333122
1973_s_at	40944_at	36088_at	-0.209016	0.0490726
1973_s_at	40944_at	38720_at	-0.224184	0.0213757
1973_s_at	40944_at	37663_at	-0.175201	0.0484433
1973_s_at	40944_at	37698_at	-0.22914	0.0206618
1973_s_at	40944_at	41277_at	0.230113	0.00904419
1973_s_at	40944_at	1530_g_at	0.207248	0.00641558
1973_s_at	40944_at	1470_at	-0.250251	0.00565758
1973_s_at	41175_at	39604_at	0.144126	0.0499232
1973_s_at	41175_at	40325_at	0.209207	0.0284053
1973_s_at	41175_at	40375_at	0.238631	0.000564695
1973_s_at	41175_at	33791_at	0.27375	3.60295e-005
1973_s_at	41175_at	41126_at	-0.184549	0.022776
1973_s_at	41175_at	33437_at	0.178267	0.00536703
1973_s_at	41175_at	33847_s_at	-0.191521	0.00189417
1973_s_at	41175_at	37663_at	0.194471	0.0149556
1973_s_at	41175_at	41277_at	-0.231759	0.00818646
1973_s_at	41175_at	1530_g_at	-0.195572	0.0139317
1973_s_at	41203_at	36303_f_at	0.144807	0.0350336
1973_s_at	41203_at	40325_at	-0.206084	0.0339637
1973_s_at	41203_at	31850_at	0.155908	0.0366831
1973_s_at	41203_at	1910_s_at	0.170992	0.0369799
1973_s_at	41204_s_at	32720_at	0.224498	2.96486e-005
1973_s_at	41204_s_at	33444_at	0.209803	0.0188879
1973_s_at	41204_s_at	36111_s_at	0.209711	0.0292829
1973_s_at	41204_s_at	37737_at	0.227915	0.000671365
1973_s_at	41204_s_at	38429_at	0.242628	0.00705546
1973_s_at	41204_s_at	39523_at	0.152335	0.0465628
1973_s_at	41204_s_at	2000_at	0.206049	0.0198923
1973_s_at	41275_at	36303_f_at	0.150641	0.0217625
1973_s_at	41275_at	39604_at	0.168517	0.0075959
1973_s_at	41275_at	39663_at	0.17415	0.00471016
1973_s_at	41275_at	32029_at	0.201037	0.00386675
1973_s_at	41275_at	36876_at	0.167904	0.0445332
1973_s_at	41275_at	37649_at	0.333577	1.73276e-006
1973_s_at	41275_at	32261_at	0.172448	0.033833
1973_s_at	41275_at	35317_at	0.222856	0.0230588
1973_s_at	41275_at	35322_at	0.235278	0.00475544
1973_s_at	41275_at	36573_at	0.280957	3.85418e-006
1973_s_at	41275_at	37698_at	0.25049	0.00557048
1973_s_at	41275_at	38780_at	0.199595	0.0350517
1973_s_at	41275_at	38785_at	0.173478	0.0433648
1973_s_at	41275_at	39127_f_at	0.221503	0.000166297
1973_s_at	41275_at	41244_f_at	0.200179	0.0103113
1973_s_at	41275_at	1529_at	0.189869	0.0162987
1973_s_at	41275_at	1521_at	0.218832	0.0368675
1973_s_at	41275_at	877_at	0.224533	0.0209527
1973_s_at	41275_at	39812_at	0.270142	0.00146674
1973_s_at	41275_at	35323_at	0.308455	7.67632e-005
1973_s_at	41275_at	35615_at	0.290601	0.000321462
1973_s_at	41275_at	38811_at	0.236708	0.0132041
1973_s_at	41320_s_at	35299_at	-0.170999	0.0112526
1973_s_at	41320_s_at	32518_at	-0.210085	0.0463978
1973_s_at	41344_s_at	31463_s_at	0.195442	0.0108595
1973_s_at	41344_s_at	31502_at	0.188383	0.0121638
1973_s_at	41344_s_at	35488_at	0.1931	0.00183514
1973_s_at	41344_s_at	36303_f_at	0.154602	0.0155475
1973_s_at	41344_s_at	38603_at	0.176217	0.0456825
1973_s_at	41344_s_at	38956_at	0.197677	0.0121522
1973_s_at	41344_s_at	40325_at	-0.205096	0.0359127
1973_s_at	41344_s_at	40375_at	-0.17582	0.0379077
1973_s_at	41344_s_at	41665_at	0.199317	0.0494233
1973_s_at	41344_s_at	31850_at	0.185484	0.00320391
1973_s_at	41344_s_at	32048_at	0.1684	0.0311161
1973_s_at	41344_s_at	33779_at	0.160398	0.0147156
1973_s_at	41344_s_at	33791_at	-0.212573	0.00444222
1973_s_at	41344_s_at	36833_at	0.178964	0.0225109
1973_s_at	41344_s_at	32850_at	0.146075	0.0434622
1973_s_at	41344_s_at	36999_at	0.228577	0.00440005
1973_s_at	41344_s_at	37737_at	0.167723	0.0450166
1973_s_at	41344_s_at	38845_at	0.176579	0.0404776
1973_s_at	41344_s_at	41485_at	0.241635	0.00976648
1973_s_at	41344_s_at	32590_at	0.261	0.00211373
1973_s_at	41344_s_at	1910_s_at	0.172418	0.0338956
1973_s_at	41344_s_at	1199_at	0.2283	0.0216895
1973_s_at	41344_s_at	877_at	0.209499	0.0478465
1973_s_at	41344_s_at	288_s_at	0.196063	0.0103695
1973_s_at	41442_at	31502_at	0.234897	0.0003828
1973_s_at	41442_at	33091_at	0.197048	0.0103555
1973_s_at	41442_at	32271_at	0.207596	0.000592241
1973_s_at	41442_at	32897_at	0.218917	0.00135491
1973_s_at	41442_at	36303_f_at	0.222791	1.02561e-005
1973_s_at	41442_at	38603_at	0.227499	0.00151585
1973_s_at	41442_at	38948_at	0.263318	8.83062e-005
1973_s_at	41442_at	38956_at	0.21614	0.00345636
1973_s_at	41442_at	39663_at	0.201982	0.000356214
1973_s_at	41442_at	39670_at	0.242339	0.0030997
1973_s_at	41442_at	40036_at	0.164501	0.0105784
1973_s_at	41442_at	40337_at	0.163302	0.0206916
1973_s_at	41442_at	40713_at	0.23748	0.00032595
1973_s_at	41442_at	31850_at	0.205644	0.000460647
1973_s_at	41442_at	32029_at	0.188689	0.00880927
1973_s_at	41442_at	32048_at	0.178881	0.0164546
1973_s_at	41442_at	34292_at	0.195819	0.000620812
1973_s_at	41442_at	41779_at	0.174314	0.00852853
1973_s_at	41442_at	36573_at	0.212007	0.00299168
1973_s_at	41442_at	36576_at	0.191157	0.00189812
1973_s_at	41442_at	36999_at	0.292374	2.28763e-005
1973_s_at	41442_at	37737_at	0.180698	0.0201458
1973_s_at	41442_at	38429_at	0.243628	0.00662476
1973_s_at	41442_at	38785_at	0.202418	0.00730195
1973_s_at	41442_at	39523_at	0.177093	0.00718702
1973_s_at	41442_at	41485_at	0.235597	0.0141175
1973_s_at	41442_at	32590_at	0.293194	0.000201557
1973_s_at	41442_at	2035_s_at	0.232258	0.0172205
1973_s_at	41442_at	2000_at	0.202852	0.0242658
1973_s_at	41442_at	1909_at	0.222006	0.0103345
1973_s_at	41442_at	1910_s_at	0.219375	0.00130817
1973_s_at	41442_at	1847_s_at	0.199254	0.000177354
1973_s_at	41442_at	1785_at	0.20055	0.00825336
1973_s_at	41442_at	1529_at	0.201294	0.00698294
1973_s_at	41442_at	1530_g_at	0.189045	0.02109
1973_s_at	41442_at	1447_at	0.165188	0.0495925
1973_s_at	41442_at	288_s_at	0.269918	1.28644e-005
1973_s_at	41484_r_at	31633_g_at	-0.215227	0.0352402
1973_s_at	41484_r_at	40325_at	-0.240274	0.00400719
1973_s_at	41484_r_at	40375_at	-0.188264	0.0180128
1973_s_at	41484_r_at	33791_at	-0.185686	0.0259633
1973_s_at	41484_r_at	36088_at	-0.213429	0.0388368
1973_s_at	41484_r_at	36874_at	-0.250014	0.000107858
1973_s_at	41484_r_at	37649_at	-0.297701	4.7338e-005
1973_s_at	41484_r_at	38720_at	-0.209797	0.0471063
1973_s_at	41484_r_at	36613_at	-0.284059	0.000529817
1973_s_at	41484_r_at	37698_at	-0.238345	0.011956
