TF Hub	Modulator	Target	Score	P-Value
1973_s_at	1044_s_at	31502_at	0.167812	0.0447779
1973_s_at	1044_s_at	33091_at	0.176679	0.036069
1973_s_at	1044_s_at	36303_f_at	0.158442	0.0111122
1973_s_at	1044_s_at	39604_at	0.167484	0.00827771
1973_s_at	1044_s_at	39663_at	0.169982	0.00671819
1973_s_at	1044_s_at	32029_at	0.183943	0.0119581
1973_s_at	1044_s_at	36876_at	0.185517	0.0147163
1973_s_at	1044_s_at	37649_at	0.283035	0.000162504
1973_s_at	1044_s_at	37955_at	0.186882	0.020144
1973_s_at	1044_s_at	38640_at	0.226478	0.0240781
1973_s_at	1044_s_at	39073_at	0.226372	0.0242233
1973_s_at	1044_s_at	35322_at	0.231999	0.00578097
1973_s_at	1044_s_at	36573_at	0.287987	1.73936e-006
1973_s_at	1044_s_at	37666_at	0.212681	0.0404263
1973_s_at	1044_s_at	37698_at	0.277315	0.000874386
1973_s_at	1044_s_at	38785_at	0.188557	0.0176888
1973_s_at	1044_s_at	39127_f_at	0.183899	0.004362
1973_s_at	1044_s_at	41244_f_at	0.177354	0.0427578
1973_s_at	1044_s_at	1529_at	0.212417	0.00289316
1973_s_at	1044_s_at	1521_at	0.224408	0.0270747
1973_s_at	1044_s_at	1468_at	0.2479	0.00658196
1973_s_at	1044_s_at	831_at	0.224582	0.0268101
1973_s_at	1044_s_at	39812_at	0.269873	0.00149499
1973_s_at	1044_s_at	35323_at	0.302823	0.000121921
1973_s_at	1044_s_at	35615_at	0.309345	7.12852e-005
1973_s_at	1044_s_at	38811_at	0.230667	0.0189058
1973_s_at	1045_s_at	40325_at	-0.24146	0.00369534
1973_s_at	1073_at	33791_at	0.19241	0.0170606
1973_s_at	1073_at	36874_at	0.256931	5.90517e-005
1973_s_at	1102_s_at	38501_s_at	-0.194203	0.00142278
1973_s_at	1102_s_at	32229_at	-0.208323	0.0172288
1973_s_at	1102_s_at	36203_at	-0.215743	0.0342645
1973_s_at	1102_s_at	36608_at	-0.183581	0.00419206
1973_s_at	1102_s_at	2035_s_at	-0.226664	0.023824
1973_s_at	1102_s_at	1721_g_at	-0.200426	0.0326702
1973_s_at	1102_s_at	861_g_at	-0.160132	0.0267146
1973_s_at	1219_at	36573_at	0.179359	0.033701
1973_s_at	1220_g_at	41126_at	0.18299	0.0251975
1973_s_at	1220_g_at	38780_at	0.2131	0.0170267
1973_s_at	1220_g_at	673_at	0.21948	0.0355889
1973_s_at	131_at	31463_s_at	0.199099	0.00825554
1973_s_at	131_at	34451_at	0.1978	0.038451
1973_s_at	131_at	36303_f_at	0.186906	0.000690821
1973_s_at	131_at	39670_at	0.22286	0.00984197
1973_s_at	131_at	31850_at	0.161367	0.0242983
1973_s_at	131_at	32048_at	0.189728	0.00823226
1973_s_at	131_at	33774_at	0.17751	0.0246858
1973_s_at	131_at	36885_at	0.167073	0.00504712
1973_s_at	131_at	39438_at	0.208859	0.0214597
1973_s_at	131_at	41126_at	0.181313	0.0280593
1973_s_at	131_at	41222_at	0.19615	0.00538199
1973_s_at	131_at	41779_at	0.170766	0.0114714
1973_s_at	131_at	32181_at	0.201954	0.0299364
1973_s_at	131_at	33444_at	0.209574	0.0191498
1973_s_at	131_at	36573_at	0.190509	0.0155672
1973_s_at	131_at	36999_at	0.261963	0.000336257
1973_s_at	131_at	37737_at	0.186919	0.0134119
1973_s_at	131_at	41260_at	0.157243	0.0188563
1973_s_at	131_at	1910_s_at	0.183216	0.0171143
1973_s_at	131_at	1847_s_at	0.185226	0.000825272
1973_s_at	131_at	1529_at	0.203647	0.00582209
1973_s_at	131_at	1530_g_at	0.2317	0.00110694
1973_s_at	131_at	548_s_at	0.241309	0.000118652
1973_s_at	131_at	371_at	0.196779	0.0105357
1973_s_at	131_at	133_at	0.170801	0.00353788
1973_s_at	1337_s_at	40325_at	-0.200711	0.0458111
1973_s_at	1337_s_at	40375_at	-0.174121	0.0418009
1973_s_at	1337_s_at	33791_at	-0.178522	0.039929
1973_s_at	1337_s_at	34325_at	-0.172935	0.0472074
1973_s_at	1337_s_at	39127_f_at	-0.191488	0.00235544
1973_s_at	1337_s_at	40588_r_at	-0.181064	0.0343436
1973_s_at	1337_s_at	1470_at	-0.225603	0.0253068
1973_s_at	1337_s_at	39812_at	-0.233507	0.0159939
1973_s_at	1337_s_at	35615_at	-0.263294	0.00236737
1973_s_at	1341_at	41183_at	-0.199209	0.00437901
1973_s_at	1341_at	1530_g_at	-0.175549	0.0474815
1973_s_at	1341_at	1093_at	-0.193452	0.0479534
1973_s_at	1388_g_at	31502_at	-0.24598	0.000152252
1973_s_at	1388_g_at	32378_at	-0.208086	0.0223741
1973_s_at	1388_g_at	38948_at	-0.205574	0.00718829
1973_s_at	1388_g_at	38956_at	-0.190755	0.018944
1973_s_at	1388_g_at	31850_at	-0.172091	0.0102777
1973_s_at	1388_g_at	32029_at	-0.170936	0.0267515
1973_s_at	1388_g_at	32120_at	-0.211099	0.0174727
1973_s_at	1388_g_at	33325_at	-0.198684	0.00599733
1973_s_at	1388_g_at	34292_at	-0.142529	0.0475087
1973_s_at	1388_g_at	36913_at	-0.225714	0.000939868
1973_s_at	1388_g_at	39438_at	-0.217998	0.0129664
1973_s_at	1388_g_at	41126_at	-0.180287	0.0299526
1973_s_at	1388_g_at	32181_at	-0.195936	0.0420405
1973_s_at	1388_g_at	32849_at	-0.150278	0.0286283
1973_s_at	1388_g_at	32850_at	-0.170954	0.00618897
1973_s_at	1388_g_at	35299_at	-0.15307	0.0451182
1973_s_at	1388_g_at	37737_at	-0.202863	0.00445747
1973_s_at	1388_g_at	38844_at	-0.21132	0.00402069
1973_s_at	1388_g_at	39846_at	-0.162234	0.00790162
1973_s_at	1388_g_at	40195_at	-0.18864	0.0175982
1973_s_at	1388_g_at	1909_at	-0.270109	0.000522153
1973_s_at	1388_g_at	1910_s_at	-0.185682	0.014557
1973_s_at	1388_g_at	1847_s_at	-0.201507	0.000136995
1973_s_at	1388_g_at	1530_g_at	-0.202492	0.00884367
1973_s_at	1388_g_at	496_s_at	-0.194938	0.0112724
1973_s_at	1388_g_at	371_at	-0.207592	0.00517577
1973_s_at	1388_g_at	288_s_at	-0.18313	0.026126
1973_s_at	1409_at	37698_at	-0.231265	0.0182555
1973_s_at	1409_at	39155_at	-0.213099	0.039531
1973_s_at	1409_at	1584_at	-0.174336	0.0301135
1973_s_at	1433_g_at	31633_g_at	-0.231132	0.0142532
1973_s_at	1433_g_at	36432_at	-0.234743	0.000419253
1973_s_at	1433_g_at	32378_at	-0.228256	0.00720423
1973_s_at	1433_g_at	35397_at	-0.19592	0.0104806
1973_s_at	1433_g_at	35433_s_at	-0.189633	0.0165479
1973_s_at	1433_g_at	35905_s_at	-0.205758	0.00361756
1973_s_at	1433_g_at	39677_at	-0.269448	0.000178919
1973_s_at	1433_g_at	40329_at	-0.237811	7.56957e-006
1973_s_at	1433_g_at	40364_at	-0.24188	8.10041e-006
1973_s_at	1433_g_at	40690_at	-0.244098	0.00203209
1973_s_at	1433_g_at	41606_at	-0.261941	0.000895876
1973_s_at	1433_g_at	41665_at	-0.28091	0.000193192
1973_s_at	1433_g_at	32120_at	-0.249549	0.00138211
1973_s_at	1433_g_at	33247_at	-0.286794	0.000197236
1973_s_at	1433_g_at	33252_at	-0.228655	0.00703788
1973_s_at	1433_g_at	33720_at	-0.282167	0.000466385
1973_s_at	1433_g_at	33779_at	-0.153583	0.0249775
1973_s_at	1433_g_at	34715_at	-0.23074	0.0087083
1973_s_at	1433_g_at	35625_at	-0.156874	0.0172425
1973_s_at	1433_g_at	36030_at	-0.225842	0.0103579
1973_s_at	1433_g_at	36041_at	-0.226037	0.00110909
1973_s_at	1433_g_at	36088_at	-0.292055	0.000220162
1973_s_at	1433_g_at	36506_at	-0.152113	0.027907
1973_s_at	1433_g_at	36517_at	-0.168834	0.0421261
1973_s_at	1433_g_at	36833_at	-0.190846	0.0103041
1973_s_at	1433_g_at	36839_at	-0.26212	0.00115033
1973_s_at	1433_g_at	36863_at	-0.252057	4.20426e-005
1973_s_at	1433_g_at	36876_at	-0.231651	0.000497959
1973_s_at	1433_g_at	36913_at	-0.240383	0.000248695
1973_s_at	1433_g_at	37282_at	-0.200577	0.0323896
1973_s_at	1433_g_at	37535_at	-0.243249	0.008833
1973_s_at	1433_g_at	37649_at	-0.23364	0.00625291
1973_s_at	1433_g_at	37955_at	-0.283798	2.80162e-006
1973_s_at	1433_g_at	38720_at	-0.330349	9.18848e-006
1973_s_at	1433_g_at	39056_at	-0.340107	4.72365e-006
1973_s_at	1433_g_at	39060_at	-0.240335	0.00263876
1973_s_at	1433_g_at	39073_at	-0.33902	5.226e-006
1973_s_at	1433_g_at	39337_at	-0.193523	0.00858408
1973_s_at	1433_g_at	39353_at	-0.274514	0.000817652
1973_s_at	1433_g_at	39748_at	-0.242504	0.00343953
1973_s_at	1433_g_at	39767_at	-0.243824	0.00142826
1973_s_at	1433_g_at	40453_s_at	-0.258027	0.000137523
1973_s_at	1433_g_at	40456_at	-0.194277	0.0123608
1973_s_at	1433_g_at	40509_at	-0.234333	0.00597253
1973_s_at	1433_g_at	40771_at	-0.235727	0.00641929
1973_s_at	1433_g_at	40816_at	-0.223099	0.0137194
1973_s_at	1433_g_at	41126_at	-0.215713	0.00249357
1973_s_at	1433_g_at	41723_s_at	-0.285221	0.000371015
1973_s_at	1433_g_at	41779_at	-0.165183	0.0180273
1973_s_at	1433_g_at	32212_at	-0.224313	0.00905443
1973_s_at	1433_g_at	32229_at	-0.206308	0.019571
1973_s_at	1433_g_at	32254_at	-0.242837	0.00336159
1973_s_at	1433_g_at	32261_at	-0.240111	0.000249229
1973_s_at	1433_g_at	32848_at	-0.161908	0.0453956
1973_s_at	1433_g_at	32849_at	-0.18542	0.00150828
1973_s_at	1433_g_at	33346_r_at	-0.282491	0.000169888
1973_s_at	1433_g_at	33456_at	-0.235007	0.00571171
1973_s_at	1433_g_at	34341_at	-0.235652	0.0140712
1973_s_at	1433_g_at	34865_at	-0.240412	0.00810479
1973_s_at	1433_g_at	35317_at	-0.239549	0.00855104
1973_s_at	1433_g_at	35322_at	-0.27237	0.000448658
1973_s_at	1433_g_at	35349_at	-0.218238	0.0112718
1973_s_at	1433_g_at	35363_at	-0.21459	0.0156812
1973_s_at	1433_g_at	36102_at	-0.241716	0.00322034
1973_s_at	1433_g_at	36193_at	-0.232305	0.00105749
1973_s_at	1433_g_at	36608_at	-0.157028	0.0334759
1973_s_at	1433_g_at	36613_at	-0.298413	0.000173929
1973_s_at	1433_g_at	36992_at	-0.299554	0.00012226
1973_s_at	1433_g_at	37046_at	-0.253806	0.000194694
1973_s_at	1433_g_at	37298_at	-0.236042	0.00629547
1973_s_at	1433_g_at	37318_at	-0.354898	1.1494e-006
1973_s_at	1433_g_at	37329_at	-0.244752	0.00803823
1973_s_at	1433_g_at	37339_at	-0.159475	0.0280846
1973_s_at	1433_g_at	37364_at	-0.26337	0.00076272
1973_s_at	1433_g_at	37650_at	-0.190632	0.0499867
1973_s_at	1433_g_at	37666_at	-0.274157	0.000838979
1973_s_at	1433_g_at	37698_at	-0.295061	0.000226912
1973_s_at	1433_g_at	37720_at	-0.300995	0.000141364
1973_s_at	1433_g_at	38095_i_at	-0.20166	0.00485787
1973_s_at	1433_g_at	38096_f_at	-0.271266	0.000274047
1973_s_at	1433_g_at	38395_at	-0.188517	0.0179479
1973_s_at	1433_g_at	38398_at	-0.320868	1.36604e-005
1973_s_at	1433_g_at	38780_at	-0.284637	0.000193578
1973_s_at	1433_g_at	39127_f_at	-0.231161	6.59999e-005
1973_s_at	1433_g_at	40195_at	-0.210855	0.00415009
1973_s_at	1433_g_at	40276_at	-0.195	0.00775402
1973_s_at	1433_g_at	40587_s_at	-0.220803	0.0258944
1973_s_at	1433_g_at	40588_r_at	-0.184862	0.0273058
1973_s_at	1433_g_at	40891_f_at	-0.197651	0.00920904
1973_s_at	1433_g_at	40992_s_at	-0.31809	7.60134e-006
1973_s_at	1433_g_at	41250_at	-0.290167	0.000332452
1973_s_at	1433_g_at	41277_at	-0.255644	0.00178259
1973_s_at	1433_g_at	41323_at	-0.166464	0.00534465
1973_s_at	1433_g_at	41485_at	-0.293892	0.000248744
1973_s_at	1433_g_at	41490_at	-0.198355	0.000952644
1973_s_at	1433_g_at	41510_s_at	-0.237413	0.00975449
1973_s_at	1433_g_at	32518_at	-0.274833	0.000798996
1973_s_at	1433_g_at	32564_at	-0.213776	0.00408359
1973_s_at	1433_g_at	33135_at	-0.23369	0.00522854
1973_s_at	1433_g_at	2035_s_at	-0.277067	0.00089044
1973_s_at	1433_g_at	2000_at	-0.192171	0.0457892
1973_s_at	1433_g_at	2001_g_at	-0.200921	0.00718569
1973_s_at	1433_g_at	1979_s_at	-0.29674	0.000198702
1973_s_at	1433_g_at	1985_s_at	-0.313338	5.09807e-005
1973_s_at	1433_g_at	1904_at	-0.233698	0.00522611
1973_s_at	1433_g_at	1884_s_at	-0.220111	0.00152379
1973_s_at	1433_g_at	1854_at	-0.200929	0.00718111
1973_s_at	1433_g_at	1752_at	-0.254727	0.00060717
1973_s_at	1433_g_at	1721_g_at	-0.223366	0.00814973
1973_s_at	1433_g_at	1584_at	-0.244427	0.000173634
1973_s_at	1433_g_at	1536_at	-0.290085	0.000256266
1973_s_at	1433_g_at	1521_at	-0.328611	1.3495e-005
1973_s_at	1433_g_at	1468_at	-0.348758	2.08456e-006
1973_s_at	1433_g_at	1470_at	-0.243134	0.00889674
1973_s_at	1433_g_at	1312_at	-0.214692	0.00382879
1973_s_at	1433_g_at	1313_at	-0.248398	0.00100274
1973_s_at	1433_g_at	1199_at	-0.265739	0.00199885
1973_s_at	1433_g_at	1154_at	-0.272096	0.000972902
1973_s_at	1433_g_at	945_at	-0.157554	0.016344
1973_s_at	1433_g_at	947_at	-0.205508	0.0350885
1973_s_at	1433_g_at	877_at	-0.219307	0.0281538
1973_s_at	1433_g_at	831_at	-0.231366	0.018148
1973_s_at	1433_g_at	673_at	-0.302805	0.000122093
1973_s_at	1433_g_at	674_g_at	-0.261424	0.00205335
1973_s_at	1433_g_at	496_s_at	-0.277317	5.76911e-006
1973_s_at	1433_g_at	288_s_at	-0.191653	0.0143341
1973_s_at	1433_g_at	241_g_at	-0.237263	0.0127679
1973_s_at	1433_g_at	133_at	-0.151673	0.019956
1973_s_at	1433_g_at	41415_at	-0.280744	0.000678983
1973_s_at	1433_g_at	39812_at	-0.332663	9.36671e-006
1973_s_at	1433_g_at	35323_at	-0.269362	0.00155009
1973_s_at	1433_g_at	35615_at	-0.361131	6.20289e-007
1973_s_at	1433_g_at	36135_at	-0.272279	0.00125934
1973_s_at	1433_g_at	38811_at	-0.309961	6.77135e-005
1973_s_at	1442_at	31463_s_at	0.174048	0.0476665
1973_s_at	1442_at	32378_at	0.223372	0.00955725
1973_s_at	1442_at	34451_at	0.246886	0.00234019
1973_s_at	1442_at	40325_at	-0.201043	0.044986
1973_s_at	1442_at	32048_at	0.160868	0.0481646
1973_s_at	1442_at	33791_at	-0.182951	0.0306648
1973_s_at	1442_at	36506_at	0.160548	0.0145409
1973_s_at	1442_at	39438_at	0.19865	0.0368058
1973_s_at	1442_at	36573_at	0.213449	0.00265887
1973_s_at	1442_at	36999_at	0.238456	0.00214265
1973_s_at	1442_at	1529_at	0.185639	0.0219726
1973_s_at	1442_at	1530_g_at	0.218415	0.00293927
1973_s_at	1442_at	371_at	0.183352	0.0243024
1973_s_at	1454_at	39677_at	-0.20304	0.0239866
1973_s_at	1454_at	40325_at	-0.200397	0.0466047
1973_s_at	1454_at	40329_at	-0.158274	0.017398
1973_s_at	1454_at	33247_at	-0.260646	0.00127211
1973_s_at	1454_at	33252_at	-0.231146	0.00607972
1973_s_at	1454_at	35625_at	-0.154377	0.0209456
1973_s_at	1454_at	36041_at	-0.171979	0.0499986
1973_s_at	1454_at	36088_at	-0.231082	0.0142955
1973_s_at	1454_at	36839_at	-0.204211	0.0393954
1973_s_at	1454_at	36863_at	-0.173474	0.028913
1973_s_at	1454_at	37955_at	-0.240328	0.000249969
1973_s_at	1454_at	38720_at	-0.284612	0.000388404
1973_s_at	1454_at	39056_at	-0.258267	0.00333316
1973_s_at	1454_at	39060_at	-0.224992	0.00734126
1973_s_at	1454_at	39073_at	-0.315456	4.25877e-005
1973_s_at	1454_at	39748_at	-0.207253	0.0317783
1973_s_at	1454_at	39767_at	-0.21919	0.00843945
1973_s_at	1454_at	40509_at	-0.205067	0.0359711
1973_s_at	1454_at	41235_at	-0.207966	0.0305088
1973_s_at	1454_at	32808_at	-0.157406	0.0312646
1973_s_at	1454_at	33346_r_at	-0.225072	0.0108754
1973_s_at	1454_at	34865_at	-0.224548	0.0209352
1973_s_at	1454_at	35322_at	-0.214702	0.0155842
1973_s_at	1454_at	35349_at	-0.19375	0.0474167
1973_s_at	1454_at	36193_at	-0.177524	0.0423347
1973_s_at	1454_at	37329_at	-0.248282	0.00642281
1973_s_at	1454_at	37663_at	-0.195676	0.0138379
1973_s_at	1454_at	37698_at	-0.274661	0.0010608
1973_s_at	1454_at	37720_at	-0.215699	0.0436439
1973_s_at	1454_at	38096_f_at	-0.202035	0.0297973
1973_s_at	1454_at	38398_at	-0.196922	0.040221
1973_s_at	1454_at	40992_s_at	-0.226824	0.00973037
1973_s_at	1454_at	41250_at	-0.246974	0.00698256
1973_s_at	1454_at	41277_at	-0.241555	0.00445837
1973_s_at	1454_at	41323_at	-0.172156	0.00310259
1973_s_at	1454_at	32564_at	-0.20284	0.00864033
1973_s_at	1454_at	2035_s_at	-0.229933	0.0197325
1973_s_at	1454_at	1979_s_at	-0.21405	0.0476306
1973_s_at	1454_at	1985_s_at	-0.300342	0.000149005
1973_s_at	1454_at	1904_at	-0.222449	0.0100761
1973_s_at	1454_at	1854_at	-0.17332	0.0499305
1973_s_at	1454_at	1584_at	-0.22617	0.000770801
1973_s_at	1454_at	1536_at	-0.281933	0.000474583
1973_s_at	1454_at	1521_at	-0.303267	0.000117598
1973_s_at	1454_at	1468_at	-0.306822	8.78736e-005
1973_s_at	1454_at	1470_at	-0.261186	0.00273528
1973_s_at	1454_at	1356_at	-0.255506	0.00306267
1973_s_at	1454_at	1313_at	-0.218794	0.00866841
1973_s_at	1454_at	1154_at	-0.237887	0.00947501
1973_s_at	1454_at	41415_at	-0.237602	0.0125086
1973_s_at	1454_at	39812_at	-0.292876	0.000269348
1973_s_at	1454_at	35615_at	-0.309799	6.86368e-005
1973_s_at	1454_at	38811_at	-0.247886	0.00658761
1973_s_at	1518_at	36432_at	-0.181105	0.0299792
1973_s_at	1518_at	41606_at	-0.216023	0.0144811
1973_s_at	1518_at	33247_at	-0.203267	0.0414157
1973_s_at	1518_at	33325_at	-0.184869	0.0153587
1973_s_at	1518_at	39337_at	-0.172065	0.0346378
1973_s_at	1518_at	39767_at	-0.212238	0.0133899
1973_s_at	1518_at	40521_at	-0.236663	0.000331319
1973_s_at	1518_at	32230_at	-0.243904	0.00312256
1973_s_at	1518_at	36128_at	-0.147951	0.0379544
1973_s_at	1518_at	36193_at	-0.181637	0.0331862
1973_s_at	1518_at	36203_at	-0.209612	0.0475655
1973_s_at	1518_at	37697_s_at	-0.222597	0.012703
1973_s_at	1518_at	38095_i_at	-0.190674	0.0104253
1973_s_at	1518_at	38395_at	-0.17524	0.0441524
1973_s_at	1518_at	1854_at	-0.209566	0.00364522
1973_s_at	1518_at	1782_s_at	-0.18162	0.0289536
1973_s_at	1518_at	1644_at	-0.225551	0.00843055
1973_s_at	1518_at	1313_at	-0.19123	0.048318
1973_s_at	1518_at	966_at	-0.151513	0.0202282
1973_s_at	1518_at	262_at	-0.173788	0.00938642
1973_s_at	1519_at	32048_at	-0.245754	0.000142573
1973_s_at	1519_at	33720_at	-0.210013	0.0465746
1973_s_at	1519_at	36885_at	-0.144965	0.0345951
1973_s_at	1519_at	32518_at	-0.22078	0.0259275
1973_s_at	1571_f_at	36203_at	-0.254888	0.0031914
1973_s_at	1571_f_at	39091_at	-0.147606	0.0470296
1973_s_at	1571_f_at	1081_at	-0.286959	0.00032531
1973_s_at	1639_s_at	31502_at	0.167052	0.0468471
1973_s_at	1639_s_at	34451_at	0.219598	0.0118488
1973_s_at	1639_s_at	39663_at	0.220962	4.98312e-005
1973_s_at	1639_s_at	39670_at	0.249114	0.00203612
1973_s_at	1639_s_at	31850_at	0.181801	0.00445809
1973_s_at	1639_s_at	37649_at	0.258041	0.00113544
1973_s_at	1639_s_at	40453_s_at	0.204385	0.00778928
1973_s_at	1639_s_at	41779_at	0.177813	0.00632272
1973_s_at	1639_s_at	32261_at	0.1792	0.0221745
1973_s_at	1639_s_at	32849_at	0.158651	0.0149846
1973_s_at	1639_s_at	32850_at	0.163218	0.0117388
1973_s_at	1639_s_at	35317_at	0.213674	0.0383284
1973_s_at	1639_s_at	36573_at	0.24518	0.000157768
1973_s_at	1639_s_at	36576_at	0.154068	0.0419735
1973_s_at	1639_s_at	37720_at	0.22432	0.0272086
1973_s_at	1639_s_at	39127_f_at	0.182654	0.00481564
1973_s_at	1639_s_at	39846_at	0.141309	0.0460813
1973_s_at	1639_s_at	1847_s_at	0.175925	0.00214066
1973_s_at	1639_s_at	1785_at	0.177506	0.0343725
1973_s_at	1639_s_at	1529_at	0.264501	2.27897e-005
1973_s_at	1639_s_at	1530_g_at	0.243117	0.000459093
1973_s_at	1639_s_at	1039_s_at	0.215658	0.00357635
1973_s_at	1639_s_at	548_s_at	0.197346	0.00516289
1973_s_at	1639_s_at	371_at	0.216045	0.00290344
1973_s_at	1639_s_at	288_s_at	0.236695	0.000350456
1973_s_at	1639_s_at	35323_at	0.264064	0.00224499
1973_s_at	1639_s_at	35615_at	0.227739	0.0224013
1973_s_at	1672_f_at	31463_s_at	-0.204395	0.00549213
1973_s_at	1672_f_at	36203_at	-0.211636	0.0427443
1973_s_at	1672_f_at	1081_at	-0.236036	0.0106114
1973_s_at	1856_at	33791_at	-0.177027	0.043581
1973_s_at	1856_at	38429_at	0.209889	0.0468781
1973_s_at	1856_at	1529_at	0.181546	0.0290996
1973_s_at	1856_at	1530_g_at	0.198677	0.011383
1973_s_at	1863_s_at	34066_at	0.201237	0.00701361
1973_s_at	1863_s_at	36303_f_at	0.144789	0.0350848
1973_s_at	1863_s_at	31850_at	0.187856	0.00257955
1973_s_at	1863_s_at	32048_at	0.162174	0.0447099
1973_s_at	1863_s_at	36913_at	0.184864	0.0231869
1973_s_at	1863_s_at	41126_at	0.186646	0.0198532
1973_s_at	1863_s_at	1847_s_at	0.141964	0.0438053
1973_s_at	1863_s_at	1854_at	0.185263	0.0225537
1973_s_at	1863_s_at	288_s_at	0.173893	0.0481405
1973_s_at	1895_at	37493_at	-0.163661	0.00987981
1973_s_at	1895_at	40325_at	-0.313539	1.15668e-005
1973_s_at	1895_at	40375_at	-0.272107	3.91947e-005
1973_s_at	1895_at	33791_at	-0.265648	7.24774e-005
1973_s_at	1895_at	36874_at	-0.262263	3.6759e-005
1973_s_at	1895_at	37609_at	-0.197855	0.00906874
1973_s_at	1895_at	38720_at	-0.222668	0.0233052
1973_s_at	1895_at	39800_s_at	-0.207714	0.0228267
1973_s_at	1895_at	40521_at	-0.21442	0.00190673
1973_s_at	1895_at	40842_at	-0.177777	0.0417126
1973_s_at	1895_at	37697_s_at	-0.21433	0.0210298
1973_s_at	1895_at	37698_at	-0.228717	0.0211733
1973_s_at	1895_at	38463_s_at	-0.189707	0.0202334
1973_s_at	1895_at	39105_at	-0.217276	0.00960017
1973_s_at	1895_at	39155_at	-0.228309	0.0168351
1973_s_at	1895_at	41250_at	-0.216963	0.0407902
1973_s_at	1895_at	41522_at	-0.176649	0.0445512
1973_s_at	1895_at	41600_at	-0.30271	3.05802e-005
1973_s_at	1895_at	33135_at	-0.203226	0.0289912
1973_s_at	1895_at	1470_at	-0.220998	0.0327431
1973_s_at	1895_at	241_g_at	-0.250547	0.00554994
1973_s_at	1895_at	39812_at	-0.219738	0.0350896
1973_s_at	1915_s_at	31633_g_at	-0.243233	0.00679177
1973_s_at	1915_s_at	40329_at	-0.193056	0.000848134
1973_s_at	1915_s_at	40364_at	-0.165272	0.0178995
1973_s_at	1915_s_at	40375_at	-0.179672	0.0302668
1973_s_at	1915_s_at	40729_s_at	-0.225906	0.00825897
1973_s_at	1915_s_at	41606_at	-0.201963	0.0309821
1973_s_at	1915_s_at	33779_at	-0.188475	0.00130489
1973_s_at	1915_s_at	35725_at	-0.210477	0.00015075
1973_s_at	1915_s_at	36088_at	-0.21667	0.0325713
1973_s_at	1915_s_at	37250_at	-0.168995	0.0136925
1973_s_at	1915_s_at	37649_at	-0.292916	7.13244e-005
1973_s_at	1915_s_at	38720_at	-0.24595	0.00571586
1973_s_at	1915_s_at	39748_at	-0.254053	0.00152015
1973_s_at	1915_s_at	40521_at	-0.201137	0.00504194
1973_s_at	1915_s_at	32212_at	-0.208247	0.022181
1973_s_at	1915_s_at	32799_at	-0.1954	0.0140871
1973_s_at	1915_s_at	32808_at	-0.151246	0.0473117
1973_s_at	1915_s_at	32848_at	-0.205053	0.00293314
1973_s_at	1915_s_at	33346_r_at	-0.22156	0.0135498
1973_s_at	1915_s_at	35317_at	-0.210365	0.0457184
1973_s_at	1915_s_at	37318_at	-0.245625	0.00760721
1973_s_at	1915_s_at	37666_at	-0.239713	0.0084647
1973_s_at	1915_s_at	37696_at	-0.204661	0.00391659
1973_s_at	1915_s_at	37697_s_at	-0.257923	0.00114534
1973_s_at	1915_s_at	37698_at	-0.254729	0.00422038
1973_s_at	1915_s_at	38095_i_at	-0.168601	0.042717
1973_s_at	1915_s_at	38096_f_at	-0.247759	0.00157008
1973_s_at	1915_s_at	38395_at	-0.182402	0.0274578
1973_s_at	1915_s_at	39127_f_at	-0.175017	0.00871789
1973_s_at	1915_s_at	40276_at	-0.190105	0.0108341
1973_s_at	1915_s_at	40992_s_at	-0.207858	0.0306974
1973_s_at	1915_s_at	41250_at	-0.223361	0.028714
1973_s_at	1915_s_at	32518_at	-0.312234	4.35565e-005
1973_s_at	1915_s_at	33135_at	-0.235543	0.00468052
1973_s_at	1915_s_at	1468_at	-0.228011	0.0220536
1973_s_at	1915_s_at	1470_at	-0.240343	0.0105781
1973_s_at	1915_s_at	1347_at	-0.17043	0.00572137
1973_s_at	1915_s_at	1357_at	-0.16682	0.00874539
1973_s_at	1915_s_at	1312_at	-0.183649	0.0293962
1973_s_at	1915_s_at	831_at	-0.289641	0.000346212
1973_s_at	1915_s_at	673_at	-0.221102	0.0325559
1973_s_at	1915_s_at	496_s_at	-0.20467	0.0053752
1973_s_at	1915_s_at	39812_at	-0.219581	0.0353927
1973_s_at	1915_s_at	38811_at	-0.263354	0.00235759
1973_s_at	1916_s_at	31633_g_at	-0.272883	0.000919567
1973_s_at	1916_s_at	35433_s_at	-0.177892	0.033606
1973_s_at	1916_s_at	36303_f_at	-0.157353	0.0122345
1973_s_at	1916_s_at	40329_at	-0.176263	0.00392193
1973_s_at	1916_s_at	41606_at	-0.207546	0.0230348
1973_s_at	1916_s_at	33779_at	-0.179292	0.00300469
1973_s_at	1916_s_at	35725_at	-0.202254	0.000346707
1973_s_at	1916_s_at	36030_at	-0.201584	0.0436694
1973_s_at	1916_s_at	36876_at	-0.176349	0.0265595
1973_s_at	1916_s_at	37649_at	-0.281415	0.000185433
1973_s_at	1916_s_at	38720_at	-0.249744	0.00447623
1973_s_at	1916_s_at	39438_at	-0.213936	0.0162588
1973_s_at	1916_s_at	39748_at	-0.234332	0.00597293
1973_s_at	1916_s_at	40521_at	-0.211999	0.00228583
1973_s_at	1916_s_at	32212_at	-0.19441	0.0456962
1973_s_at	1916_s_at	32799_at	-0.194513	0.0149152
