UID,Gene Symbol,Gene Ontology ID,SwissProt
Q0010,,5739,SwissProt:Q9ZZX9
Q0010,,5554,SwissProt:Q9ZZX9
Q0010,,4,SwissProt:Q9ZZX9
Q0017,,5739,SwissProt:Q9ZZX8
Q0017,,5554,SwissProt:Q9ZZX8
Q0017,,4,SwissProt:Q9ZZX8
Q0032,,5739,SwissProt:Q9ZZX7
Q0032,,5554,SwissProt:Q9ZZX7
Q0032,,4,SwissProt:Q9ZZX7
Q0045,COX1,5751,SwissProt:Q9ZZX6
Q0045,COX1,4129,SwissProt:Q9ZZX6
Q0045,COX1,9060,SwissProt:Q9ZZX6
Q0050,AI1,5739,SwissProt:Q9ZZX5
Q0050,AI1,4519,SwissProt:Q9ZZX5
Q0050,AI1,3676,SwissProt:Q9ZZX5
Q0050,AI1,45333,SwissProt:Q9ZZX5
Q0050,AI1,6315,SwissProt:Q9ZZX5
Q0050,AI1,6397,SwissProt:Q9ZZX5
Q0055,AI2,5739,SwissProt:Q9ZZX4
Q0055,AI2,3723,SwissProt:Q9ZZX4
Q0055,AI2,3964,SwissProt:Q9ZZX4
Q0055,AI2,4519,SwissProt:Q9ZZX4
Q0055,AI2,3676,SwissProt:Q9ZZX4
Q0055,AI2,8380,SwissProt:Q9ZZX4
Q0060,AI3,5739,SwissProt:Q9ZZX3
Q0060,AI3,4519,SwissProt:Q9ZZX3
Q0060,AI3,4,SwissProt:Q9ZZX3
Q0065,AI4,5739,SwissProt:Q9ZZX2
Q0065,AI4,4519,SwissProt:Q9ZZX2
Q0065,AI4,8380,SwissProt:Q9ZZX2
Q0070,AI5_ALPHA,5739,SwissProt:Q9ZZX1
Q0070,AI5_ALPHA,4519,SwissProt:Q9ZZX1
Q0070,AI5_ALPHA,6316,SwissProt:Q9ZZX1
Q0075,AI5_BETA,5739,SwissProt:Q9ZZX0
Q0075,AI5_BETA,5554,SwissProt:Q9ZZX0
Q0075,AI5_BETA,4,SwissProt:Q9ZZX0
Q0080,AAP1,276,SwissProt:P00856
Q0080,AAP1,46933,SwissProt:P00856
Q0080,AAP1,15986,SwissProt:P00856
Q0085,ATP6,276,SwissProt:Q95A27
Q0085,ATP6,46933,SwissProt:Q95A27
Q0085,ATP6,5198,SwissProt:Q95A27
Q0085,ATP6,15986,SwissProt:Q95A27
Q0085,ATP6,6461,SwissProt:Q95A27
Q0092,,5739,SwissProt:Q35811
Q0092,,5554,SwissProt:Q35811
Q0092,,4,SwissProt:Q35811
Q0105,COB,5750,SwissProt:Q9ZZW9
Q0105,COB,5750,SwissProt:Q9ZZW9
Q0105,COB,8121,SwissProt:Q9ZZW9
Q0105,COB,9060,SwissProt:Q9ZZW9
Q0105,COB,6122,SwissProt:Q9ZZW9
Q0110,BI2,5739,SwissProt:Q9ZZW8
Q0110,BI2,4518,SwissProt:Q9ZZW8
Q0110,BI2,8380,SwissProt:Q9ZZW8
Q0115,BI3,5739,SwissProt:Q9ZZW7
Q0115,BI3,3723,SwissProt:Q9ZZW7
Q0115,BI3,372,SwissProt:Q9ZZW7
Q0120,BI4,5739,SwissProt:Q9ZZW6
Q0120,BI4,3723,SwissProt:Q9ZZW6
Q0120,BI4,372,SwissProt:Q9ZZW6
Q0120,BI4,372,SwissProt:Q9ZZW6
Q0130,OLI1,276,SwissProt:P00841
Q0130,OLI1,15078,SwissProt:P00841
Q0130,OLI1,46933,SwissProt:P00841
Q0130,OLI1,5198,SwissProt:P00841
Q0130,OLI1,15986,SwissProt:P00841
Q0130,OLI1,6461,SwissProt:P00841
Q0140,VAR1,5763,SwissProt:Q9ZZW5
Q0140,VAR1,5763,SwissProt:Q9ZZW5
Q0140,VAR1,3735,SwissProt:Q9ZZW5
Q0140,VAR1,3735,SwissProt:Q9ZZW5
Q0140,VAR1,6412,SwissProt:Q9ZZW5
Q0140,VAR1,6412,SwissProt:Q9ZZW5
Q0140,VAR1,28,SwissProt:Q9ZZW5
Q0142,,5739,SwissProt:Q9ZZW4
Q0142,,5554,SwissProt:Q9ZZW4
Q0142,,4,SwissProt:Q9ZZW4
Q0143,,5739,SwissProt:Q9ZZW3
Q0143,,5554,SwissProt:Q9ZZW3
Q0143,,4,SwissProt:Q9ZZW3
Q0144,,5739,SwissProt:Q9ZZW2
Q0144,,5554,SwissProt:Q9ZZW2
Q0144,,4,SwissProt:Q9ZZW2
Q0160,SCEI,5739,SwissProt:P03882
Q0160,SCEI,4519,SwissProt:P03882
Q0160,SCEI,6314,SwissProt:P03882
Q0182,,5739,SwissProt:Q9ZZW1
Q0182,,5554,SwissProt:Q9ZZW1
Q0182,,4,SwissProt:Q9ZZW1
Q0250,COX2,5751,SwissProt:P00410
Q0250,COX2,4129,SwissProt:P00410
Q0250,COX2,9060,SwissProt:P00410
Q0255,,5739,SwissProt:Q9ZZW0
Q0255,,5554,SwissProt:Q9ZZW0
Q0255,,4,SwissProt:Q9ZZW0
Q0275,COX3,5751,SwissProt:Q9ZZV9
Q0275,COX3,4129,SwissProt:Q9ZZV9
Q0275,COX3,9060,SwissProt:Q9ZZV9
Q0297,,5739,SwissProt:Q9ZZV8
Q0297,,5554,SwissProt:Q9ZZV8
Q0297,,4,SwissProt:Q9ZZV8
YAL001C,TFC3,127,SwissProt:P34111
YAL001C,TFC3,3709,SwissProt:P34111
YAL001C,TFC3,6384,SwissProt:P34111
YAL002W,VPS8,5624,SwissProt:P39702
YAL002W,VPS8,5554,SwissProt:P39702
YAL002W,VPS8,45324,SwissProt:P39702
YAL002W,VPS8,45324,SwissProt:P39702
YAL003W,EFB1,5840,SwissProt:P32471
YAL003W,EFB1,3746,SwissProt:P32471
YAL003W,EFB1,6414,SwissProt:P32471
YAL004W,,8372,SwissProt:P39703
YAL004W,,5554,SwissProt:P39703
YAL004W,,4,SwissProt:P39703
YAL005C,SSA1,9277,SwissProt:P10591
YAL005C,SSA1,5737,SwissProt:P10591
YAL005C,SSA1,5737,SwissProt:P10591
YAL005C,SSA1,5634,SwissProt:P10591
YAL005C,SSA1,5634,SwissProt:P10591
YAL005C,SSA1,329,SwissProt:P10591
YAL005C,SSA1,16887,SwissProt:P10591
YAL005C,SSA1,3754,SwissProt:P10591
YAL005C,SSA1,3773,SwissProt:P10591
YAL005C,SSA1,6616,SwissProt:P10591
YAL005C,SSA1,6457,SwissProt:P10591
YAL005C,SSA1,60,SwissProt:P10591
YAL007C,ERP2,30138,SwissProt:P39704
YAL007C,ERP2,5554,SwissProt:P39704
YAL007C,ERP2,6888,SwissProt:P39704
YAL008W,FUN14,8372,SwissProt:P18411
YAL008W,FUN14,5554,SwissProt:P18411
YAL008W,FUN14,4,SwissProt:P18411
YAL009W,SPO7,16021,SwissProt:P18410
YAL009W,SPO7,16021,SwissProt:P18410
YAL009W,SPO7,42175,SwissProt:P18410
YAL009W,SPO7,5554,SwissProt:P18410
YAL009W,SPO7,7126,SwissProt:P18410
YAL009W,SPO7,6997,SwissProt:P18410
YAL009W,SPO7,6997,SwissProt:P18410
YAL009W,SPO7,7151,SwissProt:P18410
YAL010C,MDM10,5741,SwissProt:P18409
YAL010C,MDM10,5554,SwissProt:P18409
YAL010C,MDM10,2,SwissProt:P18409
YAL010C,MDM10,1,SwissProt:P18409
YAL010C,MDM10,7005,SwissProt:P18409
YAL011W,SWC1,8372,SwissProt:P31376
YAL011W,SWC1,5554,SwissProt:P31376
YAL011W,SWC1,4,SwissProt:P31376
YAL012W,CYS3,8372,SwissProt:P31373
YAL012W,CYS3,4123,SwissProt:P31373
YAL012W,CYS3,6534,SwissProt:P31373
YAL012W,CYS3,96,SwissProt:P31373
YAL012W,CYS3,19346,SwissProt:P31373
YAL013W,DEP1,8372,SwissProt:P31385
YAL013W,DEP1,5554,SwissProt:P31385
YAL013W,DEP1,6644,SwissProt:P31385
YAL013W,DEP1,6357,SwissProt:P31385
YAL014C,SYN8,5768,SwissProt:P31377
YAL014C,SYN8,5484,SwissProt:P31377
YAL014C,SYN8,6810,SwissProt:P31377
YAL014C,SYN8,6810,SwissProt:P31377
YAL015C,NTG1,5739,SwissProt:P31378
YAL015C,NTG1,5634,SwissProt:P31378
YAL015C,NTG1,8534,SwissProt:P31378
YAL015C,NTG1,703,SwissProt:P31378
YAL015C,NTG1,703,SwissProt:P31378
YAL015C,NTG1,6281,SwissProt:P31378
YAL015C,NTG1,6285,SwissProt:P31378
YAL016C-A,,8372,
YAL016C-A,,5554,
YAL016C-A,,4,
YAL016C-B,,8372,
YAL016C-B,,5554,
YAL016C-B,,4,
YAL016W,TPD3,5935,SwissProt:P31383
YAL016W,TPD3,5934,SwissProt:P31383
YAL016W,TPD3,5737,SwissProt:P31383
YAL016W,TPD3,5634,SwissProt:P31383
YAL016W,TPD3,159,SwissProt:P31383
YAL016W,TPD3,5937,SwissProt:P31383
YAL016W,TPD3,5816,SwissProt:P31383
YAL016W,TPD3,158,SwissProt:P31383
YAL016W,TPD3,7015,SwissProt:P31383
YAL016W,TPD3,7117,SwissProt:P31383
YAL016W,TPD3,7094,SwissProt:P31383
YAL016W,TPD3,6470,SwissProt:P31383
YAL016W,TPD3,6412,SwissProt:P31383
YAL017W,PSK1,8372,SwissProt:P31374
YAL017W,PSK1,4674,SwissProt:P31374
YAL017W,PSK1,4674,SwissProt:P31374
YAL017W,PSK1,4674,SwissProt:P31374
YAL017W,PSK1,19318,SwissProt:P31374
YAL017W,PSK1,19318,SwissProt:P31374
YAL017W,PSK1,6468,SwissProt:P31374
YAL017W,PSK1,6468,SwissProt:P31374
YAL018C,,8372,SwissProt:P31379
YAL018C,,5554,SwissProt:P31379
YAL018C,,4,SwissProt:P31379
YAL019W,FUN30,8372,SwissProt:P31380
YAL019W,FUN30,5554,SwissProt:P31380
YAL019W,FUN30,7001,SwissProt:P31380
YAL019W-A,,8372,
YAL019W-A,,5554,
YAL019W-A,,4,
YAL020C,ATS1,8372,SwissProt:P31386
YAL020C,ATS1,5554,SwissProt:P31386
YAL020C,ATS1,7017,SwissProt:P31386
YAL020C,ATS1,7017,SwissProt:P31386
YAL021C,CCR4,30015,SwissProt:P31384
YAL021C,CCR4,5737,SwissProt:P31384
YAL021C,CCR4,175,SwissProt:P31384
YAL021C,CCR4,289,SwissProt:P31384
YAL021C,CCR4,289,SwissProt:P31384
YAL021C,CCR4,6357,SwissProt:P31384
YAL022C,FUN26,5622,SwissProt:P31381
YAL022C,FUN26,16020,SwissProt:P31381
YAL022C,FUN26,5337,SwissProt:P31381
YAL022C,FUN26,15858,SwissProt:P31381
YAL023C,PMT2,5783,SwissProt:P31382
YAL023C,PMT2,4169,SwissProt:P31382
YAL023C,PMT2,4169,SwissProt:P31382
YAL023C,PMT2,6493,SwissProt:P31382
YAL023C,PMT2,6493,SwissProt:P31382
YAL024C,LTE1,5933,SwissProt:P07866
YAL024C,LTE1,5085,SwissProt:P07866
YAL024C,LTE1,7096,SwissProt:P07866
YAL025C,MAK16,5730,SwissProt:P10962
YAL025C,MAK16,5554,SwissProt:P10962
YAL025C,MAK16,42273,SwissProt:P10962
YAL025C,MAK16,19048,SwissProt:P10962
YAL026C,DRS2,139,SwissProt:P39524
YAL026C,DRS2,30140,SwissProt:P39524
YAL026C,DRS2,16887,SwissProt:P39524
YAL026C,DRS2,4012,SwissProt:P39524
YAL026C,DRS2,6886,SwissProt:P39524
YAL026C,DRS2,6892,SwissProt:P39524
YAL026C,DRS2,6892,SwissProt:P39524
YAL026C-A,,8372,
YAL026C-A,,5554,
YAL026C-A,,4,
YAL027W,,8372,SwissProt:P39735
YAL027W,,5554,SwissProt:P39735
YAL027W,,4,SwissProt:P39735
YAL028W,FRT2,8372,SwissProt:P39734
YAL028W,FRT2,5554,SwissProt:P39734
YAL028W,FRT2,4,SwissProt:P39734
YAL029C,MYO4,143,SwissProt:P32492
YAL029C,MYO4,146,SwissProt:P32492
YAL029C,MYO4,8298,SwissProt:P32492
YAL030W,SNC1,30133,SwissProt:P31109
YAL030W,SNC1,5485,SwissProt:P31109
YAL030W,SNC1,6893,SwissProt:P31109
YAL030W,SNC1,6897,SwissProt:P31109
YAL030W,SNC1,6906,SwissProt:P31109
YAL031C,FUN21,8372,SwissProt:P39732
YAL031C,FUN21,5554,SwissProt:P39732
YAL031C,FUN21,4,SwissProt:P39732
YAL031W-A,,8372,
YAL031W-A,,5554,
YAL031W-A,,4,
YAL032C,PRP45,5634,SwissProt:P28004
YAL032C,PRP45,16563,SwissProt:P28004
YAL032C,PRP45,45944,SwissProt:P28004
YAL033W,POP5,5655,SwissProt:P28005
YAL033W,POP5,172,SwissProt:P28005
YAL033W,POP5,171,SwissProt:P28005
YAL033W,POP5,4526,SwissProt:P28005
YAL033W,POP5,6364,SwissProt:P28005
YAL033W,POP5,8033,SwissProt:P28005
YAL034C,FUN19,8372,SwissProt:P28003
YAL034C,FUN19,5554,SwissProt:P28003
YAL034C,FUN19,4,SwissProt:P28003
YAL034C-B,,8372,SwissProt:O13515
YAL034C-B,,5554,SwissProt:O13515
YAL034C-B,,4,SwissProt:O13515
YAL034W-A,MTW1,922,SwissProt:P39731
YAL034W-A,MTW1,5554,SwissProt:P39731
YAL034W-A,MTW1,7059,SwissProt:P39731
YAL035W,FUN12,5843,SwissProt:P39730
YAL035W,FUN12,3924,SwissProt:P39730
YAL035W,FUN12,3924,SwissProt:P39730
YAL035W,FUN12,3743,SwissProt:P39730
YAL035W,FUN12,6413,SwissProt:P39730
YAL036C,FUN11,8372,SwissProt:P39729
YAL036C,FUN11,5554,SwissProt:P39729
YAL036C,FUN11,4,SwissProt:P39729
YAL037C-A,,8372,
YAL037C-A,,5554,
YAL037C-A,,4,
YAL037C-B,,8372,
YAL037C-B,,5554,
YAL037C-B,,4,
YAL037W,,8372,SwissProt:P39728
YAL037W,,5554,SwissProt:P39728
YAL037W,,4,SwissProt:P39728
YAL038W,CDC19,5829,SwissProt:P00549
YAL038W,CDC19,4743,SwissProt:P00549
YAL038W,CDC19,4743,SwissProt:P00549
YAL038W,CDC19,6096,SwissProt:P00549
YAL038W,CDC19,6090,SwissProt:P00549
YAL039C,CYC3,5758,SwissProt:P06182
YAL039C,CYC3,4408,SwissProt:P06182
YAL039C,CYC3,18063,SwissProt:P06182
YAL040C,CLN3,5634,SwissProt:P13365
YAL040C,CLN3,5634,SwissProt:P13365
YAL040C,CLN3,16538,SwissProt:P13365
YAL040C,CLN3,82,SwissProt:P13365
YAL040C,CLN3,79,SwissProt:P13365
YAL041W,CDC24,5935,SwissProt:P11433
YAL041W,CDC24,131,SwissProt:P11433
YAL041W,CDC24,5634,SwissProt:P11433
YAL041W,CDC24,5937,SwissProt:P11433
YAL041W,CDC24,5089,SwissProt:P11433
YAL041W,CDC24,4871,SwissProt:P11433
YAL041W,CDC24,7118,SwissProt:P11433
YAL041W,CDC24,753,SwissProt:P11433
YAL041W,CDC24,753,SwissProt:P11433
YAL041W,CDC24,6033,SwissProt:P11433
YAL041W,CDC24,283,SwissProt:P11433
YAL041W,CDC24,7125,SwissProt:P11433
YAL041W,CDC24,7119,SwissProt:P11433
YAL041W,CDC24,7124,SwissProt:P11433
YAL041W,CDC24,750,SwissProt:P11433
YAL041W,CDC24,750,SwissProt:P11433
YAL041W,CDC24,750,SwissProt:P11433
YAL041W,CDC24,7264,SwissProt:P11433
YAL042C-A,,8372,SwissProt:O13514
YAL042C-A,,5554,SwissProt:O13514
YAL042C-A,,4,SwissProt:O13514
YAL042W,ERV46,30138,SwissProt:P39727
YAL042W,ERV46,30173,SwissProt:P39727
YAL042W,ERV46,30176,SwissProt:P39727
YAL042W,ERV46,5554,SwissProt:P39727
YAL042W,ERV46,6888,SwissProt:P39727
YAL043C,PTA1,5847,SwissProt:Q01329
YAL043C,PTA1,5849,SwissProt:Q01329
YAL043C,PTA1,30364,SwissProt:Q01329
YAL043C,PTA1,30364,SwissProt:Q01329
YAL043C,PTA1,6379,SwissProt:Q01329
YAL043C,PTA1,6379,SwissProt:Q01329
YAL043C,PTA1,6378,SwissProt:Q01329
YAL043C,PTA1,6378,SwissProt:Q01329
YAL043C,PTA1,8033,SwissProt:Q01329
YAL044C,GCV3,5739,SwissProt:P39726
YAL044C,GCV3,4375,SwissProt:P39726
YAL044C,GCV3,4375,SwissProt:P39726
YAL044C,GCV3,6730,SwissProt:P39726
YAL044C,GCV3,6730,SwissProt:P39726
YAL044W-A,,8372,
YAL044W-A,,5554,
YAL044W-A,,4,
YAL045C,,8372,SwissProt:P39725
YAL045C,,5554,SwissProt:P39725
YAL045C,,4,SwissProt:P39725
YAL046C,,8372,SwissProt:P39724
YAL046C,,5554,SwissProt:P39724
YAL046C,,4,SwissProt:P39724
YAL047C,SPC72,5824,SwissProt:P39723
YAL047C,SPC72,5200,SwissProt:P39723
YAL047C,SPC72,7020,SwissProt:P39723
YAL047C,SPC72,70,SwissProt:P39723
YAL047C,SPC72,22,SwissProt:P39723
YAL047C,SPC72,65,SwissProt:P39723
YAL047W-A,,8372,
YAL047W-A,,5554,
YAL047W-A,,4,
YAL048C,GON1,16021,SwissProt:P39722
YAL048C,GON1,5554,SwissProt:P39722
YAL048C,GON1,16192,SwissProt:P39722
YAL048C,GON1,16192,SwissProt:P39722
YAL049C,,8372,SwissProt:P39721
YAL049C,,5554,SwissProt:P39721
YAL049C,,4,SwissProt:P39721
YAL051W,OAF1,5634,SwissProt:P39720
YAL051W,OAF1,3677,SwissProt:P39720
YAL051W,OAF1,3677,SwissProt:P39720
YAL051W,OAF1,3677,SwissProt:P39720
YAL051W,OAF1,16563,SwissProt:P39720
YAL051W,OAF1,16563,SwissProt:P39720
YAL051W,OAF1,16563,SwissProt:P39720
YAL051W,OAF1,6631,SwissProt:P39720
YAL051W,OAF1,6631,SwissProt:P39720
YAL051W,OAF1,7031,SwissProt:P39720
YAL051W,OAF1,7031,SwissProt:P39720
YAL051W,OAF1,45941,SwissProt:P39720
YAL051W,OAF1,45941,SwissProt:P39720
YAL051W,OAF1,45941,SwissProt:P39720
YAL053W,,8372,SwissProt:P39719
YAL053W,,5554,SwissProt:P39719
YAL053W,,4,SwissProt:P39719
YAL054C,ACS1,5829,SwissProt:Q01574
YAL054C,ACS1,3987,SwissProt:Q01574
YAL054C,ACS1,19654,SwissProt:Q01574
YAL054C,ACS1,6085,SwissProt:Q01574
YAL055W,PEX22,5777,SwissProt:P39718
YAL055W,PEX22,5554,SwissProt:P39718
YAL055W,PEX22,6625,SwissProt:P39718
YAL056C-A,,8372,SwissProt:O13513
YAL056C-A,,5554,SwissProt:O13513
YAL056C-A,,4,SwissProt:O13513
YAL056W,GPB2,8372,SwissProt:P39717
YAL056W,GPB2,4871,SwissProt:P39717
YAL056W,GPB2,7165,SwissProt:P39717
YAL058W,CNE1,30176,SwissProt:P27825
YAL058W,CNE1,5554,SwissProt:P27825
YAL058W,CNE1,30433,SwissProt:P27825
YAL059C-A,,8372,
YAL059C-A,,5554,
YAL059C-A,,4,
YAL059W,ECM1,8372,SwissProt:P39715
YAL059W,ECM1,5554,SwissProt:P39715
YAL059W,ECM1,7047,SwissProt:P39715
YAL060W,BDH1,5737,SwissProt:P39714
YAL060W,BDH1,721,SwissProt:P39714
YAL060W,BDH1,19650,SwissProt:P39714
YAL061W,,8372,SwissProt:P39713
YAL061W,,16616,SwissProt:P39713
YAL061W,,4,SwissProt:P39713
YAL062W,GDH3,5634,SwissProt:P39708
YAL062W,GDH3,5625,SwissProt:P39708
YAL062W,GDH3,4352,SwissProt:P39708
YAL062W,GDH3,4352,SwissProt:P39708
YAL062W,GDH3,6537,SwissProt:P39708
YAL062W,GDH3,6537,SwissProt:P39708
YAL063C,FLO9,8372,SwissProt:P39712
YAL063C,FLO9,5554,SwissProt:P39712
YAL063C,FLO9,4,SwissProt:P39712
YAL063C-A,,8372,
YAL063C-A,,5554,
YAL063C-A,,4,
YAL064C-A,,8372,
YAL064C-A,,5554,
YAL064C-A,,4,
YAL064W,,8372,SwissProt:P39711
YAL064W,,5554,SwissProt:P39711
YAL064W,,4,SwissProt:P39711
YAL064W-B,,8372,SwissProt:O13512
YAL064W-B,,5554,SwissProt:O13512
YAL064W-B,,4,SwissProt:O13512
YAL065C,,8372,SwissProt:O13511
YAL065C,,5554,SwissProt:O13511
YAL065C,,4,SwissProt:O13511
YAL066W,,8372,SwissProt:P39710
YAL066W,,5554,SwissProt:P39710
YAL066W,,4,SwissProt:P39710
YAL067C,SEO1,16020,SwissProt:P39709
YAL067C,SEO1,5215,SwissProt:P39709
YAL067C,SEO1,6810,SwissProt:P39709
YAL067W-A,,8372,
YAL067W-A,,5554,
YAL067W-A,,4,
YAL068C,,8372,EntrezGI:2392027
YAL068C,,5554,EntrezGI:2392027
YAL068C,,4,EntrezGI:2392027
YAL068W-A,,8372,
YAL068W-A,,5554,
YAL068W-A,,4,
YAL069W,,8372,SwissProt:O13588
YAL069W,,5554,SwissProt:O13588
YAL069W,,4,SwissProt:O13588
YAR002C-A,ERP1,30138,SwissProt:Q05359
YAR002C-A,ERP1,5554,SwissProt:Q05359
YAR002C-A,ERP1,6888,SwissProt:Q05359
YAR002W,NUP60,5643,SwissProt:P39705
YAR002W,NUP60,17056,SwissProt:P39705
YAR002W,NUP60,6913,SwissProt:P39705
YAR002W,NUP60,59,SwissProt:P39705
YAR002W,NUP60,59,SwissProt:P39705
YAR003W,SWD1,790,SwissProt:P39706
YAR003W,SWD1,3682,SwissProt:P39706
YAR003W,SWD1,18024,SwissProt:P39706
YAR003W,SWD1,16563,SwissProt:P39706
YAR003W,SWD1,6348,SwissProt:P39706
YAR003W,SWD1,16571,SwissProt:P39706
YAR007C,RFA1,5662,SwissProt:P22336
YAR007C,RFA1,3684,SwissProt:P22336
YAR007C,RFA1,3697,SwissProt:P22336
YAR007C,RFA1,6310,SwissProt:P22336
YAR007C,RFA1,6269,SwissProt:P22336
YAR007C,RFA1,6271,SwissProt:P22336
YAR007C,RFA1,6268,SwissProt:P22336
YAR007C,RFA1,6302,SwissProt:P22336
YAR007C,RFA1,6289,SwissProt:P22336
YAR007C,RFA1,6301,SwissProt:P22336
YAR008W,SEN34,5637,SwissProt:P39707
YAR008W,SEN34,214,SwissProt:P39707
YAR008W,SEN34,213,SwissProt:P39707
YAR008W,SEN34,6388,SwissProt:P39707
YAR014C,BUD14,5935,SwissProt:P27637
YAR014C,BUD14,5934,SwissProt:P27637
YAR014C,BUD14,131,SwissProt:P27637
YAR014C,BUD14,5554,SwissProt:P27637
YAR014C,BUD14,903,SwissProt:P27637
YAR015W,ADE1,8372,SwissProt:P27616
YAR015W,ADE1,4639,SwissProt:P27616
YAR015W,ADE1,6144,SwissProt:P27616
YAR015W,ADE1,6144,SwissProt:P27616
YAR018C,KIN3,8372,SwissProt:P22209
YAR018C,KIN3,4672,SwissProt:P22209
YAR018C,KIN3,7059,SwissProt:P22209
YAR019C,CDC15,5816,SwissProt:P27636
YAR019C,CDC15,4672,SwissProt:P27636
YAR019C,CDC15,910,SwissProt:P27636
YAR019C,CDC15,6468,SwissProt:P27636
YAR019C,CDC15,7096,SwissProt:P27636
YAR019W-A,,8372,
YAR019W-A,,5554,
YAR019W-A,,4,
YAR020C,PAU7,8372,SwissProt:P39545
YAR020C,PAU7,5554,SwissProt:P39545
YAR020C,PAU7,4,SwissProt:P39545
YAR023C,,8372,SwissProt:P39546
YAR023C,,5554,SwissProt:P39546
YAR023C,,4,SwissProt:P39546
YAR027W,UIP3,5635,SwissProt:P39547
YAR027W,UIP3,5554,SwissProt:P39547
YAR027W,UIP3,4,SwissProt:P39547
YAR028W,,8372,SwissProt:P39548
YAR028W,,5554,SwissProt:P39548
YAR028W,,4,SwissProt:P39548
YAR029W,,8372,SwissProt:P39549
YAR029W,,5554,SwissProt:P39549
YAR029W,,4,SwissProt:P39549
YAR030C,,8372,SwissProt:P39550
YAR030C,,5554,SwissProt:P39550
YAR030C,,4,SwissProt:P39550
YAR031W,PRM9,16021,SwissProt:P39551
YAR031W,PRM9,5554,SwissProt:P39551
YAR031W,PRM9,747,SwissProt:P39551
YAR033W,MST28,8372,SwissProt:P39552
YAR033W,MST28,5554,SwissProt:P39552
YAR033W,MST28,4,SwissProt:P39552
YAR035C-A,,8372,
YAR035C-A,,5554,
YAR035C-A,,4,
YAR035W,YAT1,5739,SwissProt:P80235
YAR035W,YAT1,4092,SwissProt:P80235
YAR035W,YAT1,6066,SwissProt:P80235
YAR035W,YAT1,9437,SwissProt:P80235
YAR042W,SWH1,8372,SwissProt:P39555
YAR042W,SWH1,5554,SwissProt:P39555
YAR042W,SWH1,4,SwissProt:P39555
YAR044W,OSH1,138,SwissProt:P35845
YAR044W,OSH1,5769,SwissProt:P35845
YAR044W,OSH1,5783,SwissProt:P35845
YAR044W,OSH1,8142,SwissProt:P35845
YAR044W,OSH1,5545,SwissProt:P35845
YAR044W,OSH1,6694,SwissProt:P35845
YAR044W,OSH1,6694,SwissProt:P35845
YAR047C,,8372,SwissProt:P39557
YAR047C,,5554,SwissProt:P39557
YAR047C,,4,SwissProt:P39557
YAR050W,FLO1,9277,SwissProt:P32768
YAR050W,FLO1,5194,SwissProt:P32768
YAR050W,FLO1,128,SwissProt:P32768
YAR053W,,8372,SwissProt:P39559
YAR053W,,5554,SwissProt:P39559
YAR053W,,4,SwissProt:P39559
YAR060C,,8372,SwissProt:P38895
YAR060C,,5554,SwissProt:P38895
YAR060C,,4,SwissProt:P38895
YAR061W,,8372,SwissProt:P39561
YAR061W,,5554,SwissProt:P39561
YAR061W,,4,SwissProt:P39561
YAR062W,,8372,SwissProt:P38896
YAR062W,,5554,SwissProt:P38896
YAR062W,,4,SwissProt:P38896
YAR064W,,8372,SwissProt:P39563
YAR064W,,5554,SwissProt:P39563
YAR064W,,4,SwissProt:P39563
YAR066W,,8372,SwissProt:P38897
YAR066W,,5554,SwissProt:P38897
YAR066W,,4,SwissProt:P38897
YAR068W,,8372,SwissProt:P39564
YAR068W,,5554,SwissProt:P39564
YAR068W,,4,SwissProt:P39564
YAR069C,,8372,SwissProt:P39565
YAR069C,,5554,SwissProt:P39565
YAR069C,,4,SwissProt:P39565
YAR070C,,8372,SwissProt:P39566
YAR070C,,5554,SwissProt:P39566
YAR070C,,4,SwissProt:P39566
YAR071W,PHO11,5576,SwissProt:P35842
YAR071W,PHO11,3993,SwissProt:P35842
YAR071W,PHO11,6796,SwissProt:P35842
YAR073W,IMD1,8372,SwissProt:P39567
YAR073W,IMD1,3938,SwissProt:P39567
YAR073W,IMD1,6183,SwissProt:P39567
YAR075W,,8372,SwissProt:O42831
YAR075W,,5554,SwissProt:O42831
YAR075W,,4,SwissProt:O42831
YBL001C,ECM15,8372,SwissProt:P35195
YBL001C,ECM15,5554,SwissProt:P35195
YBL001C,ECM15,7047,SwissProt:P35195
YBL002W,HTB2,788,SwissProt:P02294
YBL002W,HTB2,3677,SwissProt:P02294
YBL002W,HTB2,6333,SwissProt:P02294
YBL003C,HTA2,788,SwissProt:P04912
YBL003C,HTA2,3677,SwissProt:P04912
YBL003C,HTA2,6333,SwissProt:P04912
YBL004W,UTP20,8372,SwissProt:P35194
YBL004W,UTP20,5554,SwissProt:P35194
YBL004W,UTP20,30490,SwissProt:P35194
YBL005W,PDR3,5737,SwissProt:P33200
YBL005W,PDR3,5634,SwissProt:P33200
YBL005W,PDR3,5634,SwissProt:P33200
YBL005W,PDR3,3677,SwissProt:P33200
YBL005W,PDR3,3677,SwissProt:P33200
YBL005W,PDR3,16563,SwissProt:P33200
YBL005W,PDR3,6357,SwissProt:P33200
YBL005W,PDR3,42493,SwissProt:P33200
YBL006C,LDB7,8372,SwissProt:P38210
YBL006C,LDB7,5554,SwissProt:P38210
YBL006C,LDB7,4,SwissProt:P38210
YBL006W-A,,8372,
YBL006W-A,,5554,
YBL006W-A,,4,
