UID,Gene Symbol,Gene Ontology ID,SwissProt
YBR226C,,8372,SwissProt:P38322
YBR226C,,5554,SwissProt:P38322
YBR226C,,4,SwissProt:P38322
YBR227C,MCX1,5759,SwissProt:P38323
YBR227C,MCX1,5524,SwissProt:P38323
YBR227C,MCX1,3754,SwissProt:P38323
YBR227C,MCX1,4,SwissProt:P38323
YBR228W,SLX1,8372,SwissProt:P38324
YBR228W,SLX1,5554,SwissProt:P38324
YBR228W,SLX1,6281,SwissProt:P38324
YBR229C,ROT2,5783,SwissProt:P38138
YBR229C,ROT2,4558,SwissProt:P38138
YBR229C,ROT2,9272,SwissProt:P38138
YBR230C,,8372,SwissProt:P38325
YBR230C,,5554,SwissProt:P38325
YBR230C,,4,SwissProt:P38325
YBR231C,AOR1,8372,SwissProt:P38326
YBR231C,AOR1,5554,SwissProt:P38326
YBR231C,AOR1,4,SwissProt:P38326
YBR232C,,8372,SwissProt:P38327
YBR232C,,5554,SwissProt:P38327
YBR232C,,4,SwissProt:P38327
YBR233W,PBP2,8372,SwissProt:P38151
YBR233W,PBP2,5554,SwissProt:P38151
YBR233W,PBP2,4,SwissProt:P38151
YBR233W-A,DAD3,776,
YBR233W-A,DAD3,5819,
YBR233W-A,DAD3,5515,
YBR233W-A,DAD3,7067,
YBR234C,ARC40,5885,SwissProt:P38328
YBR234C,ARC40,5200,SwissProt:P38328
YBR234C,ARC40,7015,SwissProt:P38328
YBR235W,,8372,SwissProt:P38329
YBR235W,,15075,SwissProt:P38329
YBR235W,,4,SwissProt:P38329
YBR236C,ABD1,16591,SwissProt:P32783
YBR236C,ABD1,5634,SwissProt:P32783
YBR236C,ABD1,4482,SwissProt:P32783
YBR236C,ABD1,4482,SwissProt:P32783
YBR236C,ABD1,6370,SwissProt:P32783
YBR237W,PRP5,5681,SwissProt:P21372
YBR237W,PRP5,4004,SwissProt:P21372
YBR237W,PRP5,8248,SwissProt:P21372
YBR237W,PRP5,370,SwissProt:P21372
YBR237W,PRP5,370,SwissProt:P21372
YBR238C,,8372,SwissProt:P38330
YBR238C,,5554,SwissProt:P38330
YBR238C,,4,SwissProt:P38330
YBR239C,,8372,SwissProt:P38140
YBR239C,,5554,SwissProt:P38140
YBR239C,,4,SwissProt:P38140
YBR240C,THI2,8372,SwissProt:P38141
YBR240C,THI2,16563,SwissProt:P38141
YBR240C,THI2,9228,SwissProt:P38141
YBR241C,,8372,SwissProt:P38142
YBR241C,,5554,SwissProt:P38142
YBR241C,,4,SwissProt:P38142
YBR242W,,8372,SwissProt:P38331
YBR242W,,5554,SwissProt:P38331
YBR242W,,4,SwissProt:P38331
YBR243C,ALG7,5783,SwissProt:P07286
YBR243C,ALG7,3975,SwissProt:P07286
YBR243C,ALG7,6487,SwissProt:P07286
YBR244W,GPX2,8372,SwissProt:P38143
YBR244W,GPX2,4602,SwissProt:P38143
YBR244W,GPX2,6979,SwissProt:P38143
YBR245C,ISW1,5634,SwissProt:P38144
YBR245C,ISW1,16887,SwissProt:P38144
YBR245C,ISW1,16887,SwissProt:P38144
YBR245C,ISW1,6338,SwissProt:P38144
YBR245C,ISW1,6338,SwissProt:P38144
YBR245C,ISW1,6338,SwissProt:P38144
YBR246W,,8372,SwissProt:P38332
YBR246W,,5554,SwissProt:P38332
YBR246W,,4,SwissProt:P38332
YBR247C,ENP1,5730,SwissProt:P38333
YBR247C,ENP1,5634,SwissProt:P38333
YBR247C,ENP1,30515,SwissProt:P38333
YBR247C,ENP1,8151,SwissProt:P38333
YBR247C,ENP1,30490,SwissProt:P38333
YBR247C,ENP1,6364,SwissProt:P38333
YBR248C,HIS7,5623,SwissProt:P33734
YBR248C,HIS7,107,SwissProt:P33734
YBR248C,HIS7,107,SwissProt:P33734
YBR248C,HIS7,105,SwissProt:P33734
YBR249C,ARO4,8372,SwissProt:P32449
YBR249C,ARO4,3849,SwissProt:P32449
YBR249C,ARO4,9073,SwissProt:P32449
YBR250W,,8372,SwissProt:P33757
YBR250W,,5554,SwissProt:P33757
YBR250W,,4,SwissProt:P33757
YBR251W,MRPS5,5761,SwissProt:P33759
YBR251W,MRPS5,5763,SwissProt:P33759
YBR251W,MRPS5,3735,SwissProt:P33759
YBR251W,MRPS5,3735,SwissProt:P33759
YBR251W,MRPS5,6412,SwissProt:P33759
YBR251W,MRPS5,6412,SwissProt:P33759
YBR252W,DUT1,8372,SwissProt:P33317
YBR252W,DUT1,4170,SwissProt:P33317
YBR252W,DUT1,9213,SwissProt:P33317
YBR253W,SRB6,119,SwissProt:P32570
YBR253W,SRB6,16455,SwissProt:P32570
YBR253W,SRB6,6366,SwissProt:P32570
YBR254C,TRS20,30008,SwissProt:P38334
YBR254C,TRS20,5554,SwissProt:P38334
YBR254C,TRS20,6888,SwissProt:P38334
YBR255C-A,,8372,
YBR255C-A,,5554,
YBR255C-A,,4,
YBR255W,,8372,SwissProt:P38335
YBR255W,,5554,SwissProt:P38335
YBR255W,,4,SwissProt:P38335
YBR256C,RIB5,5625,SwissProt:P38145
YBR256C,RIB5,4746,SwissProt:P38145
YBR256C,RIB5,4746,SwissProt:P38145
YBR256C,RIB5,9231,SwissProt:P38145
YBR257W,POP4,5655,SwissProt:P38336
YBR257W,POP4,172,SwissProt:P38336
YBR257W,POP4,171,SwissProt:P38336
YBR257W,POP4,4526,SwissProt:P38336
YBR257W,POP4,6364,SwissProt:P38336
YBR257W,POP4,8033,SwissProt:P38336
YBR258C,SHG1,8372,SwissProt:P38337
YBR258C,SHG1,18024,SwissProt:P38337
YBR258C,SHG1,16571,SwissProt:P38337
YBR259W,,8372,SwissProt:P38338
YBR259W,,5554,SwissProt:P38338
YBR259W,,4,SwissProt:P38338
YBR260C,RGD1,5857,SwissProt:P38339
YBR260C,RGD1,5933,SwissProt:P38339
YBR260C,RGD1,5100,SwissProt:P38339
YBR260C,RGD1,7231,SwissProt:P38339
YBR261C,,8372,SwissProt:P38340
YBR261C,,5554,SwissProt:P38340
YBR261C,,4,SwissProt:P38340
YBR262C,,8372,SwissProt:P38341
YBR262C,,5554,SwissProt:P38341
YBR262C,,4,SwissProt:P38341
YBR263W,SHM1,5739,SwissProt:P37292
YBR263W,SHM1,4372,SwissProt:P37292
YBR263W,SHM1,6730,SwissProt:P37292
YBR264C,YPT10,8372,SwissProt:P38146
YBR264C,YPT10,19001,SwissProt:P38146
YBR264C,YPT10,7030,SwissProt:P38146
YBR265W,TSC10,5737,SwissProt:P38342
YBR265W,TSC10,5783,SwissProt:P38342
YBR265W,TSC10,16651,SwissProt:P38342
YBR265W,TSC10,6666,SwissProt:P38342
YBR265W,TSC10,30148,SwissProt:P38342
YBR265W,TSC10,30148,SwissProt:P38342
YBR265W,TSC10,30148,SwissProt:P38342
YBR266C,,8372,SwissProt:P38343
YBR266C,,5554,SwissProt:P38343
YBR266C,,6897,SwissProt:P38343
YBR267W,,8372,SwissProt:P38344
YBR267W,,5554,SwissProt:P38344
YBR267W,,4,SwissProt:P38344
YBR268W,MRPL37,5762,SwissProt:P36532
YBR268W,MRPL37,3735,SwissProt:P36532
YBR268W,MRPL37,6412,SwissProt:P36532
YBR269C,,8372,SwissProt:P38345
YBR269C,,5554,SwissProt:P38345
YBR269C,,4,SwissProt:P38345
YBR270C,,8372,SwissProt:P38346
YBR270C,,5554,SwissProt:P38346
YBR270C,,4,SwissProt:P38346
YBR271W,,8372,SwissProt:P38347
YBR271W,,5554,SwissProt:P38347
YBR271W,,4,SwissProt:P38347
YBR272C,HSM3,8372,SwissProt:P38348
YBR272C,HSM3,5554,SwissProt:P38348
YBR272C,HSM3,6298,SwissProt:P38348
YBR273C,,8372,SwissProt:P38349
YBR273C,,5554,SwissProt:P38349
YBR273C,,4,SwissProt:P38349
YBR274W,CHK1,5634,SwissProt:P38147
YBR274W,CHK1,4672,SwissProt:P38147
YBR274W,CHK1,4672,SwissProt:P38147
YBR274W,CHK1,77,SwissProt:P38147
YBR274W,CHK1,6468,SwissProt:P38147
YBR274W,CHK1,6468,SwissProt:P38147
YBR275C,RIF1,783,SwissProt:P29539
YBR275C,RIF1,5554,SwissProt:P29539
YBR275C,RIF1,6348,SwissProt:P29539
YBR275C,RIF1,7004,SwissProt:P29539
YBR276C,PPS1,8372,SwissProt:P38148
YBR276C,PPS1,8330,SwissProt:P38148
YBR276C,PPS1,8330,SwissProt:P38148
YBR276C,PPS1,7090,SwissProt:P38148
YBR276C,PPS1,7090,SwissProt:P38148
YBR276C,PPS1,6774,SwissProt:P38148
YBR276C,PPS1,6774,SwissProt:P38148
YBR277C,,8372,SwissProt:P38350
YBR277C,,5554,SwissProt:P38350
YBR277C,,4,SwissProt:P38350
YBR278W,DPB3,5657,SwissProt:P27344
YBR278W,DPB3,3893,SwissProt:P27344
YBR278W,DPB3,6273,SwissProt:P27344
YBR278W,DPB3,6272,SwissProt:P27344
YBR278W,DPB3,6298,SwissProt:P27344
YBR278W,DPB3,6289,SwissProt:P27344
YBR279W,PAF1,8023,SwissProt:P38351
YBR279W,PAF1,16944,SwissProt:P38351
YBR279W,PAF1,6368,SwissProt:P38351
YBR280C,,8372,SwissProt:P38352
YBR280C,,5554,SwissProt:P38352
YBR280C,,4,SwissProt:P38352
YBR281C,,8372,SwissProt:P38149
YBR281C,,5554,SwissProt:P38149
YBR281C,,4,SwissProt:P38149
YBR282W,MRPL27,5762,SwissProt:P36526
YBR282W,MRPL27,3735,SwissProt:P36526
YBR282W,MRPL27,6412,SwissProt:P36526
YBR283C,SSH1,5789,SwissProt:P38353
YBR283C,SSH1,42175,SwissProt:P38353
YBR283C,SSH1,5784,SwissProt:P38353
YBR283C,SSH1,8565,SwissProt:P38353
YBR283C,SSH1,6613,SwissProt:P38353
YBR284W,,8372,SwissProt:P38150
YBR284W,,5554,SwissProt:P38150
YBR284W,,4,SwissProt:P38150
YBR285W,,8372,SwissProt:P38354
YBR285W,,5554,SwissProt:P38354
YBR285W,,4,SwissProt:P38354
YBR286W,APE3,324,SwissProt:P37302
YBR286W,APE3,4177,SwissProt:P37302
YBR286W,APE3,4177,SwissProt:P37302
YBR286W,APE3,7039,SwissProt:P37302
YBR287W,,8372,SwissProt:P38355
YBR287W,,5554,SwissProt:P38355
YBR287W,,4,SwissProt:P38355
YBR288C,APM3,30123,SwissProt:P38153
YBR288C,APM3,5554,SwissProt:P38153
YBR288C,APM3,6896,SwissProt:P38153
YBR289W,SNF5,16514,SwissProt:P18480
YBR289W,SNF5,5679,SwissProt:P18480
YBR289W,SNF5,16251,SwissProt:P18480
YBR289W,SNF5,6338,SwissProt:P18480
YBR290W,BSD2,5783,SwissProt:P38356
YBR290W,BSD2,5554,SwissProt:P38356
YBR290W,BSD2,30001,SwissProt:P38356
YBR290W,BSD2,6623,SwissProt:P38356
YBR291C,CTP1,5743,SwissProt:P38152
YBR291C,CTP1,5371,SwissProt:P38152
YBR291C,CTP1,6843,SwissProt:P38152
YBR291C,CTP1,6843,SwissProt:P38152
YBR292C,,8372,SwissProt:P38357
YBR292C,,5554,SwissProt:P38357
YBR292C,,4,SwissProt:P38357
YBR293W,,8372,SwissProt:P38358
YBR293W,,5554,SwissProt:P38358
YBR293W,,4,SwissProt:P38358
YBR294W,SUL1,5886,SwissProt:P38359
YBR294W,SUL1,5886,SwissProt:P38359
YBR294W,SUL1,15116,SwissProt:P38359
YBR294W,SUL1,15116,SwissProt:P38359
YBR294W,SUL1,8272,SwissProt:P38359
YBR294W,SUL1,8272,SwissProt:P38359
YBR295W,PCA1,16020,SwissProt:P38360
YBR295W,PCA1,16020,SwissProt:P38360
YBR295W,PCA1,15662,SwissProt:P38360
YBR295W,PCA1,15662,SwissProt:P38360
YBR295W,PCA1,6878,SwissProt:P38360
YBR296C,PHO89,5886,SwissProt:P38361
YBR296C,PHO89,5886,SwissProt:P38361
YBR296C,PHO89,6817,SwissProt:P38361
YBR296C,PHO89,15319,SwissProt:P38361
YBR296C,PHO89,15319,SwissProt:P38361
YBR296C-A,,8372,
YBR296C-A,,5554,
YBR296C-A,,4,
YBR297W,MAL33,5634,SwissProt:P38157
YBR297W,MAL33,3700,SwissProt:P38157
YBR297W,MAL33,5975,SwissProt:P38157
YBR297W,MAL33,6355,SwissProt:P38157
YBR298C,MAL31,5624,SwissProt:P38156
YBR298C,MAL31,17,SwissProt:P38156
YBR298C,MAL31,5352,SwissProt:P38156
YBR298C-A,,8372,
YBR298C-A,,5554,
YBR298C-A,,4,
YBR299W,MAL32,8372,SwissProt:P38158
YBR299W,MAL32,4558,SwissProt:P38158
YBR299W,MAL32,25,SwissProt:P38158
YBR300C,,8372,SwissProt:P38362
YBR300C,,5554,SwissProt:P38362
YBR300C,,4,SwissProt:P38362
YBR301W,DAN3,9277,SwissProt:P38155
YBR301W,DAN3,5554,SwissProt:P38155
YBR301W,DAN3,4,SwissProt:P38155
YBR302C,COS2,8372,SwissProt:P38363
YBR302C,COS2,5554,SwissProt:P38363
YBR302C,COS2,4,SwissProt:P38363
YCL001W,RER1,30138,SwissProt:P25560
YCL001W,RER1,5554,SwissProt:P25560
YCL001W,RER1,6888,SwissProt:P25560
YCL001W-A,,8372,SwissProt:P87012
YCL001W-A,,5554,SwissProt:P87012
YCL001W-A,,4,SwissProt:P87012
YCL001W-B,,8372,SwissProt:Q96VH2
YCL001W-B,,5554,SwissProt:Q96VH2
YCL001W-B,,4,SwissProt:Q96VH2
YCL002C,,8372,SwissProt:P25565
YCL002C,,5554,SwissProt:P25565
YCL002C,,4,SwissProt:P25565
YCL004W,PGS1,5739,SwissProt:O93974
YCL004W,PGS1,8444,SwissProt:O93974
YCL004W,PGS1,8654,SwissProt:O93974
YCL005W,,8372,SwissProt:P25587
YCL005W,,5554,SwissProt:P25587
YCL005W,,4,SwissProt:P25587
YCL005W-A,,8372,
YCL005W-A,,5554,
YCL005W-A,,4,
YCL007C,CWH36,8372,SwissProt:P25603
YCL007C,CWH36,5554,SwissProt:P25603
YCL007C,CWH36,7047,SwissProt:P25603
YCL008C,STP22,5768,SwissProt:P25604
YCL008C,STP22,5768,SwissProt:P25604
YCL008C,STP22,5515,SwissProt:P25604
YCL008C,STP22,6612,SwissProt:P25604
YCL008C,STP22,6612,SwissProt:P25604
YCL008C,STP22,6623,SwissProt:P25604
YCL008C,STP22,6623,SwissProt:P25604
YCL009C,ILV6,5739,SwissProt:P25605
YCL009C,ILV6,3984,SwissProt:P25605
YCL009C,ILV6,30234,SwissProt:P25605
YCL009C,ILV6,9082,SwissProt:P25605
YCL009C,ILV6,9082,SwissProt:P25605
YCL010C,SGF29,124,SwissProt:P25554
YCL010C,SGF29,5554,SwissProt:P25554
YCL010C,SGF29,16573,SwissProt:P25554
YCL011C,GBP2,5634,SwissProt:P25555
YCL011C,GBP2,5634,SwissProt:P25555
YCL011C,GBP2,3723,SwissProt:P25555
YCL011C,GBP2,42162,SwissProt:P25555
YCL011C,GBP2,42162,SwissProt:P25555
YCL011C,GBP2,16973,SwissProt:P25555
YCL011C,GBP2,16973,SwissProt:P25555
YCL011C,GBP2,723,SwissProt:P25555
YCL011C,GBP2,723,SwissProt:P25555
YCL011C,GBP2,723,SwissProt:P25555
YCL014W,BUD3,142,SwissProt:P25558
YCL014W,BUD3,5554,SwissProt:P25558
YCL014W,BUD3,7120,SwissProt:P25558
YCL014W,BUD3,282,SwissProt:P25558
YCL014W,BUD3,910,SwissProt:P25558
YCL016C,DCC1,5663,SwissProt:P25559
YCL016C,DCC1,5554,SwissProt:P25559
YCL016C,DCC1,7062,SwissProt:P25559
YCL017C,NFS1,5739,SwissProt:P25374
YCL017C,NFS1,16225,SwissProt:P25374
YCL017C,NFS1,6879,SwissProt:P25374
YCL017C,NFS1,16226,SwissProt:P25374
YCL017C,NFS1,16226,SwissProt:P25374
YCL018W,LEU2,5829,SwissProt:P04173
YCL018W,LEU2,3862,SwissProt:P04173
YCL018W,LEU2,3862,SwissProt:P04173
YCL018W,LEU2,9098,SwissProt:P04173
YCL021W-A,,8372,SwissProt:Q96VH3
YCL021W-A,,5554,SwissProt:Q96VH3
YCL021W-A,,4,SwissProt:Q96VH3
YCL022C,,8372,SwissProt:P25562
YCL022C,,5554,SwissProt:P25562
YCL022C,,4,SwissProt:P25562
YCL023C,,8372,SwissProt:P25563
YCL023C,,5554,SwissProt:P25563
YCL023C,,4,SwissProt:P25563
YCL024W,KCC4,5935,SwissProt:P25389
YCL024W,KCC4,4672,SwissProt:P25389
YCL024W,KCC4,7120,SwissProt:P25389
YCL024W,KCC4,7117,SwissProt:P25389
YCL024W,KCC4,7117,SwissProt:P25389
YCL024W,KCC4,6468,SwissProt:P25389
YCL024W,KCC4,135,SwissProt:P25389
YCL024W,KCC4,135,SwissProt:P25389
YCL024W,KCC4,921,SwissProt:P25389
YCL024W,KCC4,921,SwissProt:P25389
YCL025C,AGP1,5886,SwissProt:P25376
YCL025C,AGP1,15171,SwissProt:P25376
YCL025C,AGP1,6865,SwissProt:P25376
YCL026C-A,FRM2,8372,SwissProt:P37261
YCL026C-A,FRM2,5554,SwissProt:P37261
YCL026C-A,FRM2,45922,SwissProt:P37261
YCL026C-B,,8372,SwissProt:Q96VH4
YCL026C-B,,5554,SwissProt:Q96VH4
YCL026C-B,,4,SwissProt:Q96VH4
YCL027W,FUS1,5886,SwissProt:P11710
YCL027W,FUS1,5937,SwissProt:P11710
YCL027W,FUS1,5554,SwissProt:P11710
YCL027W,FUS1,747,SwissProt:P11710
YCL028W,RNQ1,5829,SwissProt:P25367
YCL028W,RNQ1,5554,SwissProt:P25367
YCL028W,RNQ1,4,SwissProt:P25367
YCL029C,BIK1,5876,SwissProt:P11709
YCL029C,BIK1,5816,SwissProt:P11709
YCL029C,BIK1,8017,SwissProt:P11709
YCL029C,BIK1,92,SwissProt:P11709
YCL029C,BIK1,7052,SwissProt:P11709
YCL030C,HIS4,5623,SwissProt:P00815
YCL030C,HIS4,4399,SwissProt:P00815
YCL030C,HIS4,4635,SwissProt:P00815
YCL030C,HIS4,4636,SwissProt:P00815
YCL030C,HIS4,105,SwissProt:P00815
YCL031C,RRP7,8372,SwissProt:P25368
YCL031C,RRP7,5554,SwissProt:P25368
YCL031C,RRP7,6365,SwissProt:P25368
YCL031C,RRP7,28,SwissProt:P25368
YCL032W,STE50,5737,SwissProt:P25344
YCL032W,STE50,19887,SwissProt:P25344
YCL032W,STE50,19887,SwissProt:P25344
YCL032W,STE50,161,SwissProt:P25344
YCL032W,STE50,161,SwissProt:P25344
YCL032W,STE50,190,SwissProt:P25344
YCL032W,STE50,190,SwissProt:P25344
YCL032W,STE50,19236,SwissProt:P25344
YCL032W,STE50,750,SwissProt:P25344
YCL032W,STE50,750,SwissProt:P25344
YCL033C,,8372,SwissProt:P25566
YCL033C,,318,SwissProt:P25566
YCL033C,,6979,SwissProt:P25566
YCL033C,,6979,SwissProt:P25566
YCL033C,,6979,SwissProt:P25566
YCL034W,LSB5,5938,SwissProt:P25369
YCL034W,LSB5,5554,SwissProt:P25369
YCL034W,LSB5,7015,SwissProt:P25369
YCL034W,LSB5,6897,SwissProt:P25369
YCL035C,GRX1,5737,SwissProt:P25373
YCL035C,GRX1,4602,SwissProt:P25373
YCL035C,GRX1,4364,SwissProt:P25373
YCL035C,GRX1,30508,SwissProt:P25373
YCL035C,GRX1,30503,SwissProt:P25373
YCL035C,GRX1,30503,SwissProt:P25373
YCL035C,GRX1,30503,SwissProt:P25373
YCL035C,GRX1,6979,SwissProt:P25373
YCL036W,GFD2,8372,SwissProt:P25370
YCL036W,GFD2,5554,SwissProt:P25370
YCL036W,GFD2,4,SwissProt:P25370
YCL037C,SRO9,5844,SwissProt:P25567
YCL037C,SRO9,3723,SwissProt:P25567
YCL037C,SRO9,6412,SwissProt:P25567
YCL038C,AUT4,8372,SwissProt:P25568
YCL038C,AUT4,5554,SwissProt:P25568
YCL038C,AUT4,6914,SwissProt:P25568
YCL038C,AUT4,6914,SwissProt:P25568
YCL038C,AUT4,6623,SwissProt:P25568
YCL038C,AUT4,6623,SwissProt:P25568
YCL039W,GID7,8372,SwissProt:P25569
YCL039W,GID7,5554,SwissProt:P25569
YCL039W,GID7,4,SwissProt:P25569
YCL039W,GID7,45721,SwissProt:P25569
YCL040W,GLK1,5829,SwissProt:P17709
YCL040W,GLK1,4340,SwissProt:P17709
YCL040W,GLK1,5975,SwissProt:P17709
YCL041C,,8372,SwissProt:P25571
YCL041C,,5554,SwissProt:P25571
YCL041C,,4,SwissProt:P25571
YCL042W,,5737,SwissProt:P25572
YCL042W,,5554,SwissProt:P25572
YCL042W,,4,SwissProt:P25572
YCL043C,PDI1,5788,SwissProt:P17967
YCL043C,PDI1,3756,SwissProt:P17967
YCL043C,PDI1,3756,SwissProt:P17967
YCL043C,PDI1,6457,SwissProt:P17967
YCL044C,,8372,SwissProt:P25573
YCL044C,,5554,SwissProt:P25573
YCL044C,,4,SwissProt:P25573
YCL045C,,8372,SwissProt:P25574
YCL045C,,5554,SwissProt:P25574
YCL045C,,4,SwissProt:P25574
YCL046W,,8372,SwissProt:P25575
YCL046W,,5554,SwissProt:P25575
YCL046W,,4,SwissProt:P25575
YCL047C,,8372,SwissProt:P25576
YCL047C,,5554,SwissProt:P25576
YCL047C,,4,SwissProt:P25576
YCL048W,,8372,SwissProt:P25380
YCL048W,,5554,SwissProt:P25380
YCL048W,,4,SwissProt:P25380
YCL049C,,8372,SwissProt:P25577
YCL049C,,5554,SwissProt:P25577
YCL049C,,4,SwissProt:P25577
YCL050C,APA1,8372,SwissProt:P16550
YCL050C,APA1,8796,SwissProt:P16550
YCL050C,APA1,9117,SwissProt:P16550
YCL051W,LRE1,9277,SwissProt:P25579
YCL051W,LRE1,4860,SwissProt:P25579
YCL051W,LRE1,30528,SwissProt:P25579
YCL051W,LRE1,7047,SwissProt:P25579
YCL051W,LRE1,9408,SwissProt:P25579
YCL052C,PBN1,5783,SwissProt:P25580
YCL052C,PBN1,5554,SwissProt:P25580
YCL052C,PBN1,16485,SwissProt:P25580
YCL053C,,8372,
YCL054W,SPB1,5730,SwissProt:P25582
YCL054W,SPB1,5634,SwissProt:P25582
YCL054W,SPB1,8173,SwissProt:P25582
YCL054W,SPB1,6364,SwissProt:P25582
YCL055W,KAR4,5634,SwissProt:P25583
YCL055W,KAR4,30528,SwissProt:P25583
YCL055W,KAR4,30528,SwissProt:P25583
YCL055W,KAR4,742,SwissProt:P25583
YCL055W,KAR4,7126,SwissProt:P25583
YCL055W,KAR4,7067,SwissProt:P25583
YCL055W,KAR4,45944,SwissProt:P25583
YCL056C,,8372,SwissProt:P25584
YCL056C,,5554,SwissProt:P25584
YCL056C,,4,SwissProt:P25584
YCL057C-A,,8372,SwissProt:Q96VH5
YCL057C-A,,5554,SwissProt:Q96VH5
YCL057C-A,,4,SwissProt:Q96VH5
YCL057W,PRD1,5737,SwissProt:P25375
YCL057W,PRD1,5737,SwissProt:P25375
YCL057W,PRD1,5758,SwissProt:P25375
YCL057W,PRD1,4222,SwissProt:P25375
YCL057W,PRD1,4222,SwissProt:P25375
YCL057W,PRD1,4222,SwissProt:P25375
YCL057W,PRD1,4247,SwissProt:P25375
YCL057W,PRD1,6508,SwissProt:P25375
YCL057W,PRD1,6508,SwissProt:P25375
YCL058C,FYV5,8372,SwissProt:P25585
YCL058C,FYV5,5554,SwissProt:P25585
YCL058C,FYV5,6873,SwissProt:P25585
YCL058W-A,,8372,
YCL058W-A,,5554,
YCL058W-A,,4,
YCL059C,KRR1,5730,SwissProt:P25586
YCL059C,KRR1,5554,SwissProt:P25586
YCL059C,KRR1,6364,SwissProt:P25586
YCL059C,KRR1,7046,SwissProt:P25586
YCL061C,MRC1,8372,SwissProt:P25588
YCL061C,MRC1,5554,SwissProt:P25588
YCL061C,MRC1,76,SwissProt:P25588
YCL061C,MRC1,76,SwissProt:P25588
YCL061C,MRC1,6347,SwissProt:P25588
YCL061C,MRC1,6347,SwissProt:P25588
YCL061C,MRC1,6348,SwissProt:P25588
YCL061C,MRC1,6348,SwissProt:P25588
YCL063W,VAC17,5774,SwissProt:P25591
YCL063W,VAC17,4872,SwissProt:P25591
YCL063W,VAC17,11,SwissProt:P25591
YCL064C,CHA1,8372,SwissProt:P25379
YCL064C,CHA1,3941,SwissProt:P25379
YCL064C,CHA1,3941,SwissProt:P25379
YCL064C,CHA1,4794,SwissProt:P25379
YCL064C,CHA1,4794,SwissProt:P25379
YCL064C,CHA1,9071,SwissProt:P25379
YCL064C,CHA1,6567,SwissProt:P25379
YCL065W,,8372,SwissProt:P37264
YCL065W,,5554,SwissProt:P37264
YCL065W,,4,SwissProt:P37264
YCL066W,HMLALPHA1,5634,SwissProt:P01365
YCL066W,HMLALPHA1,3713,SwissProt:P01365
YCL066W,HMLALPHA1,6357,SwissProt:P01365
YCL066W,HMLALPHA1,7532,SwissProt:P01365
YCL067C,HMLALPHA2,5634,SwissProt:P01367
YCL067C,HMLALPHA2,3714,SwissProt:P01367
YCL067C,HMLALPHA2,7535,SwissProt:P01367
YCL067C,HMLALPHA2,6357,SwissProt:P01367
YCL067C,HMLALPHA2,7532,SwissProt:P01367
YCL068C,,8372,SwissProt:P25593
YCL068C,,5554,SwissProt:P25593
YCL068C,,4,SwissProt:P25593
YCL069W,,8372,SwissProt:P25594
YCL069W,,5554,SwissProt:P25594
YCL069W,,4,SwissProt:P25594
YCL073C,,16020,SwissProt:P25596
YCL073C,,5215,SwissProt:P25596
YCL073C,,6810,SwissProt:P25596
YCL076W,,8372,SwissProt:P25602
YCL076W,,5554,SwissProt:P25602
YCL076W,,4,SwissProt:P25602
YCR001W,,8372,SwissProt:P25347
YCR001W,,5554,SwissProt:P25347
YCR001W,,4,SwissProt:P25347
YCR002C,CDC10,144,SwissProt:P25342
YCR002C,CDC10,5545,SwissProt:P25342
YCR002C,CDC10,5200,SwissProt:P25342
YCR002C,CDC10,7120,SwissProt:P25342
YCR002C,CDC10,7047,SwissProt:P25342
YCR002C,CDC10,902,SwissProt:P25342
YCR002C,CDC10,753,SwissProt:P25342
YCR002C,CDC10,747,SwissProt:P25342
YCR002C,CDC10,910,SwissProt:P25342
YCR002C,CDC10,283,SwissProt:P25342
YCR002C,CDC10,7121,SwissProt:P25342
YCR002C,CDC10,7152,SwissProt:P25342
YCR003W,MRPL32,5762,SwissProt:P25348
YCR003W,MRPL32,3735,SwissProt:P25348
YCR003W,MRPL32,6412,SwissProt:P25348
YCR004C,YCP4,8372,SwissProt:P25349
YCR004C,YCP4,5489,SwissProt:P25349
YCR004C,YCP4,4,SwissProt:P25349
YCR005C,CIT2,5777,SwissProt:P08679
YCR005C,CIT2,4108,SwissProt:P08679
YCR005C,CIT2,6101,SwissProt:P08679
YCR005C,CIT2,6537,SwissProt:P08679
YCR005C,CIT2,6097,SwissProt:P08679
YCR006C,,8372,SwissProt:P25350
YCR006C,,5554,SwissProt:P25350
YCR006C,,4,SwissProt:P25350
YCR007C,,8372,SwissProt:P25354
YCR007C,,5554,SwissProt:P25354
YCR007C,,4,SwissProt:P25354
YCR008W,SAT4,8372,SwissProt:P25333
YCR008W,SAT4,4672,SwissProt:P25333
YCR008W,SAT4,82,SwissProt:P25333
YCR008W,SAT4,30003,SwissProt:P25333
YCR008W,SAT4,30003,SwissProt:P25333
YCR009C,RVS161,5857,SwissProt:P25343
YCR009C,RVS161,45121,SwissProt:P25343
YCR009C,RVS161,8092,SwissProt:P25343
YCR009C,RVS161,8092,SwissProt:P25343
YCR009C,RVS161,6897,SwissProt:P25343
YCR009C,RVS161,7121,SwissProt:P25343
YCR009C,RVS161,6970,SwissProt:P25343
YCR010C,ADY2,16020,SwissProt:P25613
YCR010C,ADY2,5215,SwissProt:P25613
YCR010C,ADY2,6259,SwissProt:P25613
YCR010C,ADY2,7126,SwissProt:P25613
