6187	6218	0.656
6135	6158	0.656
6176	6218	0.656
3108	3109	0.656
6139	6188	0.656
6204	6205	0.656
6176	6232	0.656
6176	6222	0.656
6210	6217	0.655
6176	6203	0.655
6122	6204	0.655
6122	6217	0.655
11004	22974	0.654
6188	6223	0.654
6132	6203	0.654
6187	6191	0.654
6191	10399	0.654
6217	6235	0.654
6187	6223	0.654
6210	6232	0.654
6158	6171	0.654
6203	6218	0.654
6206	10399	0.653
6161	6176	0.653
6143	6223	0.653
6191	6223	0.652
6203	6232	0.652
991	11004	0.652
6169	6222	0.652
6217	6224	0.652
6135	6228	0.652
1915	6158	0.652
6158	6188	0.651
6210	6222	0.651
6193	6203	0.651
6122	6176	0.651
6204	6232	0.651
6134	6223	0.651
6136	6203	0.651
6160	6188	0.650
6187	6203	0.650
6218	6232	0.650
6133	6155	0.649
6206	6217	0.649
6132	6204	0.649
6135	6160	0.649
6134	6210	0.648
6122	6222	0.648
6158	6169	0.648
6159	6218	0.648
6279	6280	0.647
6132	6235	0.647
6171	6224	0.647
6181	6204	0.646
6133	6204	0.646
6176	10399	0.646
6132	6188	0.646
6191	6203	0.646
991	22974	0.645
6122	6160	0.645
6169	6208	0.645
6194	6204	0.645
6159	6160	0.644
6217	10399	0.644
6193	6223	0.644
6188	6194	0.644
6189	6217	0.643
6203	6223	0.643
6132	6160	0.643
6122	6208	0.643
6139	6155	0.642
6134	6204	0.642
6204	6208	0.641
6135	6147	0.641
6155	6189	0.641
6132	10399	0.641
6143	6176	0.641
6160	6235	0.641
6132	6135	0.641
6158	10399	0.641
6159	6224	0.640
890	983	0.640
6187	6206	0.640
6143	6158	0.639
6218	6224	0.639
6222	10399	0.639
6188	6193	0.639
6171	6176	0.639
6143	6181	0.639
6132	6206	0.639
6188	6217	0.639
6169	6228	0.638
6135	6217	0.638
6189	6208	0.638
6159	6204	0.638
6217	6223	0.638
6204	6224	0.638
701	7153	0.638
6232	10399	0.637
6155	6204	0.637
6222	6232	0.637
6210	6223	0.635
6160	6189	0.635
6189	6204	0.635
8340	8346	0.635
6210	6218	0.635
1915	6176	0.635
6132	6168	0.634
6168	6187	0.634
6132	6171	0.634
6135	6181	0.634
6132	6143	0.634
6122	10399	0.634
6135	6191	0.633
6187	6204	0.633
6134	6135	0.633
6218	6223	0.633
1915	6187	0.633
6143	6203	0.633
6135	6223	0.632
1937	6188	0.632
6189	6228	0.632
890	991	0.632
6189	6203	0.632
6133	6203	0.632
6191	6202	0.632
6189	6210	0.631
6191	6204	0.631
6159	6210	0.631
6208	6223	0.631
6189	6218	0.631
6188	6210	0.631
6143	6147	0.631
6176	6210	0.630
6160	6218	0.630
6143	6160	0.630
6132	6210	0.630
6159	6235	0.630
6171	6232	0.630
6135	6176	0.630
6235	10399	0.630
6160	6222	0.630
6169	6191	0.630
991	9133	0.630
6136	6204	0.629
9133	9768	0.629
7153	7272	0.629
6132	6232	0.629
6187	6224	0.629
891	6790	0.628
6218	10399	0.628
6181	6205	0.628
6169	6235	0.628
6143	6228	0.628
6155	6188	0.627
6143	6191	0.627
6223	6224	0.627
6188	6228	0.627
6187	6210	0.627
6790	9133	0.627
6176	6223	0.627
6160	6223	0.626
6134	6189	0.626
890	891	0.626
3832	7153	0.626
6169	6210	0.626
6122	6224	0.625
6143	6159	0.625
890	1058	0.625
6223	6235	0.625
6122	6232	0.624
890	7153	0.624
6159	6232	0.624
6122	6218	0.624
1915	6132	0.623
6187	6235	0.623
7278	113457	0.623
6159	10399	0.623
891	9133	0.622
6143	6224	0.622
6169	6171	0.622
6181	6188	0.622
6187	6188	0.622
4830	6182	0.622
6160	6187	0.622
6176	6202	0.622
6139	6156	0.622
3832	22974	0.622
6164	6189	0.622
6205	6223	0.621
6159	6168	0.621
6169	6224	0.621
1058	7153	0.620
1915	6224	0.620
6133	6160	0.620
6203	6224	0.620
7153	11004	0.620
891	1058	0.620
891	3161	0.620
6176	6189	0.620
6203	6222	0.620
60	6206	0.620
1937	6194	0.620
6790	22974	0.620
6133	6135	0.619
890	11004	0.619
701	22974	0.619
9133	11004	0.619
6134	6202	0.618
1915	6232	0.618
699	7153	0.618
6136	6188	0.618
6188	6205	0.617
6189	6224	0.617
7153	9768	0.617
6147	6203	0.617
6171	6187	0.617
6176	6204	0.617
6135	6208	0.617
6147	6205	0.617
6205	6217	0.616
6135	6232	0.616
4288	22974	0.616
1058	9133	0.615
3832	9928	0.615
891	11004	0.615
890	9133	0.615
6135	6159	0.614
6159	6206	0.614
891	983	0.614
6653	442871	0.614
6143	6217	0.614
6160	6176	0.613
6161	6191	0.613
6169	6187	0.613
991	9212	0.613
6187	10399	0.613
6132	6169	0.613
6133	6164	0.613
6133	6139	0.613
6136	6217	0.612
6122	6193	0.612
6168	6210	0.612
6168	6169	0.612
6206	6210	0.612
6135	6224	0.612
6160	6205	0.612
4830	22948	0.612
6139	6194	0.611
6187	6232	0.611
6133	6188	0.611
6790	7153	0.611
2305	9700	0.611
6158	6202	0.611
2305	22974	0.611
6188	6208	0.611
6135	6136	0.611
6203	6235	0.611
890	6790	0.611
699	6790	0.611
6147	6204	0.611
6188	6191	0.610
60	6224	0.610
6122	6235	0.610
6159	6188	0.610
990	9319	0.610
1915	6169	0.610
60	6235	0.610
701	11004	0.609
1915	6159	0.609
6134	6143	0.609
6136	6160	0.609
6147	6176	0.608
6204	6218	0.608
701	3832	0.608
6122	6206	0.608
6181	6223	0.607
6161	6232	0.607
6169	6217	0.607
6134	6169	0.607
6205	6228	0.607
6158	6189	0.607
6122	6168	0.606
983	9787	0.606
6187	6193	0.606
6159	6171	0.606
6135	6205	0.606
6181	6194	0.606
6135	6194	0.606
4830	10606	0.605
6133	6206	0.605
9928	22974	0.605
6147	6181	0.605
6176	6188	0.605
1033	9133	0.604
7153	10403	0.604
6193	6217	0.604
6160	10399	0.604
891	991	0.604
60	6134	0.604
6168	9814	0.604
6193	6210	0.604
891	4085	0.604
6155	6160	0.604
6189	6191	0.604
6143	6205	0.604
6169	6176	0.604
6204	6222	0.603
3122	6134	0.603
8341	8344	0.603
6136	6147	0.603
6122	6210	0.603
9212	22974	0.603
6159	6193	0.603
10606	22948	0.603
6161	6224	0.603
6188	6224	0.603
6136	6159	0.603
983	3161	0.602
6158	6193	0.602
6160	6168	0.602
6193	6228	0.602
6181	6203	0.602
6161	6206	0.602
3122	6232	0.601
6161	6218	0.601
6133	6156	0.601
6147	6188	0.601
6122	6202	0.600
1063	22974	0.600
6132	6193	0.600
8344	8346	0.600
890	3161	0.600
6160	6181	0.600
6134	6161	0.600
6159	6205	0.600
6202	6206	0.599
6168	6203	0.599
6155	6156	0.599
1937	6204	0.599
60	6232	0.599
6193	6205	0.599
6158	6205	0.599
6155	6203	0.599
991	7153	0.599
699	7272	0.599
6160	6206	0.599
1058	2237	0.598
6203	6206	0.598
6139	6193	0.598
6134	6188	0.598
6143	6187	0.598
6491	22974	0.598
6193	6208	0.598
890	22974	0.597
699	891	0.597
2237	9837	0.597
6122	6136	0.597
6136	6143	0.597
699	22974	0.597
6122	6133	0.597
3161	7272	0.597
6139	6181	0.597
10615	22974	0.596
6204	6235	0.596
4085	11339	0.596
7272	11130	0.596
6202	6235	0.596
6143	6194	0.596
6139	6203	0.596
1063	3832	0.595
9837	10606	0.595
3161	9787	0.595
2237	5111	0.595
890	57405	0.595
6122	6181	0.595
6135	6187	0.595
60	6191	0.594
708	4830	0.594
6139	6189	0.594
6223	6232	0.594
4085	9837	0.594
6155	6164	0.594
6135	6193	0.593
1058	11004	0.593
6135	6155	0.593
6134	6193	0.593
7153	9787	0.592
6161	6208	0.592
6147	6217	0.592
6161	6217	0.592
6202	6224	0.592
891	7153	0.592
890	9787	0.592
6206	6223	0.591
1058	22974	0.591
3122	6191	0.591
6133	6232	0.591
6169	6223	0.591
6187	6202	0.591
6188	6189	0.591
6203	10399	0.591
6135	6218	0.591
6176	6193	0.591
983	7153	0.590
6202	6223	0.590
6139	6164	0.590
891	57405	0.590
7272	9787	0.590
6122	6205	0.590
3122	6224	0.590
6136	6139	0.590
6155	6194	0.590
7272	10403	0.590
6122	6161	0.590
6202	6228	0.590
6155	6210	0.590
6158	6181	0.589
6164	6232	0.589
9768	22974	0.589
6139	6160	0.589
6143	6208	0.589
1058	3161	0.589
7153	9928	0.588
6202	6222	0.588
6191	9814	0.588
7272	11004	0.588
6159	6189	0.588
6189	6235	0.588
699	701	0.588
6169	6206	0.588
4085	7153	0.588
6135	6164	0.588
6133	6194	0.588
699	9133	0.588
6156	6206	0.588
10615	11004	0.588
3161	7153	0.588
705	4830	0.587
6134	6205	0.587
6790	11004	0.587
6161	6202	0.587
9133	57405	0.587
6136	6228	0.587
6160	6171	0.587
1033	9232	0.587
6206	9814	0.587
6188	6218	0.587
6143	6193	0.586
699	3161	0.586
6136	6205	0.586
6133	6218	0.586
701	890	0.586
6122	6147	0.586
699	1058	0.586
4085	7272	0.586
6135	6235	0.586
6156	6181	0.585
983	1058	0.585
60	6208	0.585
9700	22974	0.585
6135	6139	0.585
6147	6159	0.585
2305	9928	0.585
1937	6143	0.585
891	22974	0.585
3161	6790	0.585
3122	6228	0.584
7153	57405	0.584
6223	10399	0.584
983	1033	0.584
6122	6171	0.584
8318	9319	0.584
2237	11130	0.584
699	890	0.584
6188	6232	0.583
6171	6210	0.583
11130	11339	0.583
6181	6228	0.583
6181	6224	0.583
890	10733	0.583
1937	6181	0.583
6208	9814	0.583
983	6790	0.583
6160	6164	0.583
983	9133	0.583
701	7272	0.582
6134	6181	0.582
1937	6135	0.582
7272	22974	0.582
6193	6218	0.582
6143	6210	0.582
6132	6181	0.582
3015	4085	0.582
6176	9814	0.582
6139	6210	0.582
6161	6203	0.582
6193	6232	0.582
6133	6181	0.581
983	57405	0.581
6160	6169	0.581
6136	6176	0.581
6157	6202	0.581
6159	6181	0.581
6136	6155	0.581
6139	6205	0.581
6132	6189	0.581
891	11339	0.581
6202	6208	0.581
6189	6206	0.581
991	1033	0.581
6135	6210	0.580
6143	10399	0.580
567	6224	0.580
6143	6232	0.580
701	3161	0.580
891	7272	0.580
6194	6203	0.580
6135	6161	0.580
701	891	0.580
701	11339	0.580
891	11130	0.579
1915	6122	0.579
6135	6189	0.579
1019	4830	0.579
60	6168	0.579
6159	6161	0.579
6147	6160	0.579
983	22974	0.579
983	11004	0.579
6155	6193	0.578
701	9133	0.578
2023	3939	0.578
6147	6228	0.578
899	22974	0.578
699	11004	0.578
6139	6143	0.578
4830	10574	0.578
6133	6143	0.578
6161	6228	0.578
6193	6224	0.578
6136	6218	0.578
6164	6204	0.578
6210	10399	0.578
3122	6208	0.577
2305	4288	0.577
6191	6193	0.577
6218	9814	0.577
701	1058	0.577
60	6228	0.576
890	2237	0.576
6205	6210	0.576
6159	6169	0.576
983	991	0.576
1915	9814	0.576
3939	3945	0.576
6156	6204	0.576
1915	6210	0.576
3832	9133	0.576
6205	6232	0.576
6136	6194	0.576
990	2237	0.576
6194	6205	0.576
5347	22974	0.576
60	6176	0.575
6205	6208	0.575
6143	6218	0.575
6240	7153	0.575
891	2237	0.575
6133	6136	0.575
6189	6193	0.575
3832	4001	0.575
6133	6193	0.575
6168	6189	0.575
701	6491	0.574
6133	6217	0.574
891	9787	0.574
7416	22948	0.574
60	6158	0.574
6491	7153	0.574
6136	6210	0.574
6160	6193	0.574
6181	6232	0.574
6135	10399	0.574
701	11130	0.574
6235	9814	0.574
1033	1058	0.574
3161	9133	0.574
890	9768	0.574
6790	7272	0.574
890	1033	0.574
2237	11004	0.573
3122	6235	0.573
6191	6205	0.573
6136	6158	0.573
6202	6210	0.573
1062	3161	0.573
3122	6158	0.572
3122	6206	0.572
9837	11339	0.572
6164	6224	0.572
6136	6181	0.572
9212	51512	0.572
567	6232	0.572
1915	6160	0.572
7153	10615	0.572
1033	7153	0.572
2618	10606	0.572
6132	6205	0.572
6176	6181	0.572
6143	6202	0.572
6491	11004	0.571
6133	6210	0.571
3832	4288	0.571
6181	6193	0.571
6240	7272	0.571
1062	9787	0.571
6132	6202	0.571
6168	6223	0.571
6136	6187	0.571
6161	6235	0.571
1058	57405	0.571
1058	11130	0.571
990	9837	0.571
6169	6232	0.570
6171	6203	0.570
1033	22974	0.570
6132	6147	0.570
1062	7153	0.570
6158	6161	0.570
9212	11004	0.570
701	6790	0.570
701	10403	0.570
6147	6224	0.570
699	10403	0.570
6159	6202	0.570
1915	6203	0.570
6161	6168	0.570
6176	6205	0.570
1033	9768	0.570
6143	6164	0.570
60	10399	0.570
6156	6194	0.570
983	7272	0.569
9700	51512	0.569
9837	11130	0.569
9700	9928	0.569
4830	7203	0.569
699	6491	0.569
6193	6194	0.569
11004	11130	0.569
6164	6188	0.569
9793	22974	0.569
708	10606	0.569
6122	6189	0.569
4830	30968	0.569
4085	11130	0.568
6235	6764	0.568
6491	7272	0.568
9212	9700	0.568
891	9837	0.568
991	6790	0.568
7153	9212	0.568
699	10615	0.568
1937	6205	0.568
6181	6217	0.568
6135	6206	0.568
6139	6223	0.567
6136	6193	0.567
6143	6155	0.567
567	6206	0.567
9133	10615	0.567
2237	6790	0.567
2237	9133	0.567
6155	6230	0.567
6136	6206	0.567
701	6240	0.567
22974	51512	0.566
3161	10403	0.566
890	7272	0.566
6188	6222	0.566
6155	6181	0.566
6134	6136	0.566
1058	10403	0.566
9768	57405	0.566
60	3122	0.566
3122	10399	0.566
567	6208	0.565
6136	6208	0.565
4001	4175	0.565
6168	6204	0.565
3133	9319	0.565
6171	6223	0.565
9319	22948	0.565
8318	11004	0.565
3832	9768	0.565
6156	6188	0.565
9133	9232	0.565
6193	6235	0.565
6143	6161	0.565
6135	6222	0.565
1063	7153	0.564
890	9319	0.564
6169	10399	0.564
4085	10935	0.564
6155	6218	0.564
699	4085	0.564
5111	9837	0.564
6139	6232	0.564
701	991	0.564
7272	9133	0.564
11339	57405	0.563
6147	6194	0.563
701	983	0.563
6136	6223	0.563
9787	11004	0.563
3161	11004	0.563
1937	6139	0.563
6155	6232	0.563
7416	10606	0.563
6194	6206	0.563
6194	6223	0.563
6156	6164	0.563
6171	9814	0.563
6129	6155	0.563
7153	9493	0.563
6164	6228	0.563
2237	4175	0.563
6156	6189	0.563
991	1058	0.562
10403	11004	0.562
4001	7153	0.562
890	3832	0.562
6133	6228	0.562
2237	9319	0.562
6188	6235	0.562
6129	6133	0.562
701	9837	0.562
1058	9768	0.562
6147	6158	0.562
6193	6222	0.562
6125	6129	0.562
4001	11004	0.562
699	9793	0.561
6204	10399	0.561
6147	6223	0.561
6176	6227	0.561
6155	6229	0.561
6491	55215	0.561
1937	6223	0.561
7153	10733	0.561
983	3832	0.561
890	8318	0.561
10606	11222	0.561
4085	10606	0.561
6122	6169	0.560
6240	11130	0.560
1164	4085	0.560
9837	22948	0.560
6133	6134	0.560
6189	10399	0.560
699	983	0.560
6139	6147	0.560
6161	10399	0.560
60	6217	0.560
6202	6218	0.560
6134	9814	0.559
891	6240	0.559
6240	10403	0.559
2305	3832	0.559
6205	6224	0.559
6156	6230	0.559
6790	9787	0.559
9133	9212	0.559
672	7153	0.559
60	6171	0.559
9787	22974	0.558
6164	6176	0.558
3832	11004	0.558
6129	6156	0.558
1434	9837	0.558
10606	27346	0.558
701	55215	0.558
1937	6193	0.558
567	1915	0.558
7153	11130	0.558
6202	6232	0.558
6143	6222	0.558
6164	6203	0.558
6155	6217	0.558
11004	57405	0.558
6160	6194	0.558
22974	57405	0.557
6187	6189	0.557
471	22948	0.557
6135	6168	0.557
6129	6189	0.557
890	11130	0.557
6133	6158	0.557
890	10403	0.557
1058	11339	0.557
990	11130	0.557
3122	6171	0.557
701	9319	0.557
991	3832	0.556
4175	7153	0.556
3161	22974	0.556
4706	4830	0.556
6136	6189	0.556
1058	9787	0.556
6134	6164	0.556
6222	9814	0.556
6187	6205	0.556
10086	387590	0.556
6181	6191	0.556
7153	9837	0.556
3832	4175	0.556
3832	9212	0.556
2305	51512	0.556
701	9793	0.556
567	6134	0.556
6133	6159	0.556
6133	6205	0.556
3832	6240	0.556
6147	6191	0.555
6122	6194	0.555
991	5347	0.555
2237	11339	0.555
4288	7298	0.555
701	9768	0.555
6202	6217	0.555
6132	6136	0.555
567	6176	0.555
991	9232	0.555
699	55215	0.554
6132	6161	0.554
9133	9787	0.554
6240	9787	0.554
3122	6176	0.554
1058	4085	0.554
4830	27346	0.554
60	1915	0.554
6164	6218	0.554
891	6491	0.554
6790	10403	0.554
701	10615	0.554
567	6235	0.554
6134	6147	0.554
3832	10403	0.554
699	9787	0.554
9319	22974	0.553
991	57405	0.553
6491	10615	0.553
699	3832	0.553
6147	6155	0.553
1058	7272	0.553
4830	10856	0.553
567	6191	0.553
7272	10615	0.553
6240	6790	0.553
2237	8318	0.553
6155	6224	0.552
5111	7153	0.552
2237	7153	0.552
6155	6159	0.552
6790	9768	0.552
6217	6227	0.552
701	9928	0.552
4288	9700	0.552
6164	6210	0.552
991	4288	0.552
6161	6164	0.552
6135	6202	0.552
701	4001	0.552
5111	9768	0.552
1719	4173	0.552
6164	6191	0.552
6202	6203	0.552
6143	6235	0.552
6217	9814	0.552
5111	11130	0.552
3122	6168	0.551
3832	7272	0.551
6189	6222	0.551
4085	6240	0.551
699	9837	0.551
6169	6202	0.551
9133	11130	0.551
5983	6240	0.551
4288	10615	0.551
6204	6206	0.551
701	57405	0.551
6181	6208	0.551
22974	23397	0.551
990	8318	0.551
701	9787	0.550
3122	6217	0.550
7153	55215	0.550
9837	79022	0.550
6134	6227	0.550
991	9768	0.550
6147	6161	0.550
1915	6223	0.550
7272	9837	0.550
6193	6202	0.550
1058	9837	0.550
1033	1063	0.550
2305	10024	0.550
6122	6139	0.549
3832	11130	0.549
6205	6222	0.549
6206	6227	0.549
9768	11004	0.549
6122	6164	0.549
10574	22948	0.549
991	9787	0.549
567	3122	0.549
10615	11130	0.549
7298	22974	0.549
11130	22974	0.549
11130	57405	0.549
1019	10606	0.549
5902	10606	0.549
890	6240	0.548
991	9319	0.548
3001	3003	0.548
4288	11004	0.548
6790	11130	0.548
891	1164	0.548
1063	9133	0.548
6228	9814	0.548
701	10733	0.548
6143	6189	0.548
6161	6227	0.548
891	10403	0.548
1915	6161	0.548
1937	2197	0.548
6139	6224	0.548
6161	6171	0.548
6139	6228	0.548
1062	7272	0.548
891	3015	0.547
3833	22974	0.547
891	1033	0.547
6129	6139	0.547
2237	57405	0.547
9232	11004	0.547
890	4085	0.547
991	8318	0.547
4175	5111	0.547
1063	9928	0.547
983	9768	0.547
4175	22974	0.547
3015	6240	0.547
567	6217	0.547
2237	5427	0.547
9319	10856	0.546
991	2305	0.546
22948	27346	0.546
6156	6160	0.546
567	6171	0.546
701	4085	0.546
191	708	0.546
8520	10935	0.546
6491	11130	0.546
6139	6217	0.546
4175	11004	0.546
6139	6206	0.546
6160	6161	0.546
3122	6160	0.546
6161	6189	0.546
7153	10051	0.545
191	10606	0.545
6164	6208	0.545
9493	10615	0.545
10606	10856	0.545
6143	6156	0.545
9493	10051	0.545
8343	8346	0.545
6189	6223	0.545
6189	6194	0.545
4173	8318	0.545
701	1062	0.545
9212	9928	0.544
60	6218	0.544
6164	6217	0.544
6169	6203	0.544
701	4175	0.544
9319	9837	0.544
983	11130	0.544
11130	55215	0.544
6182	10574	0.543
6182	10606	0.543
6136	6232	0.543
2305	9319	0.543
6139	6158	0.543
708	22948	0.543
6155	6228	0.543
4288	9133	0.543
6159	6194	0.543
3832	57405	0.543
60	6161	0.543
6181	6210	0.543
4001	11130	0.543
7153	9833	0.543
7272	9768	0.543
6135	6156	0.543
6147	6208	0.543
9319	11004	0.543
4085	57405	0.543
6158	6164	0.543
6155	6208	0.542
890	1062	0.542
2197	6205	0.542
6168	6202	0.542
9700	10024	0.542
3251	10606	0.542
890	5111	0.542
890	9212	0.542
991	51512	0.542
3833	11004	0.542
9837	11004	0.542
6240	11339	0.542
6790	9837	0.542
5427	11130	0.542
9133	11339	0.542
8284	8287	0.542
3833	9133	0.542
7153	9319	0.542
6147	6232	0.542
4830	51491	0.542
1058	1062	0.541
6143	6206	0.541
1058	5111	0.541
1058	10615	0.541
7153	11339	0.541
891	10615	0.541
9768	10403	0.541
6566	10606	0.541
9793	11004	0.541
4173	7153	0.541
4288	7153	0.540
6169	6188	0.540
983	6240	0.540
9133	9493	0.540
890	9232	0.540
6240	9768	0.540
701	2237	0.540
2237	79022	0.540
6232	9814	0.540
6188	10399	0.540
6147	6187	0.540
3535	3712	0.540
4173	9319	0.540
1937	6122	0.540
6164	6181	0.540
701	9833	0.540
7153	8318	0.540
471	10606	0.540
6491	9133	0.540
1033	11004	0.540
2237	9768	0.540
6491	6790	0.539
3832	9787	0.539
10856	57418	0.539
6132	6133	0.539
1033	3832	0.539
6155	6176	0.539
701	5983	0.539
990	10606	0.539
890	11339	0.539
6188	6206	0.539
6133	6223	0.539
6133	6176	0.539
4001	22974	0.539
6181	6189	0.539
9232	9768	0.539
4288	9928	0.539
6189	6205	0.539
9133	10403	0.539
6171	6227	0.538
6191	6764	0.538
6188	6202	0.538
1062	3832	0.538
10403	22974	0.538
6155	6205	0.538
6193	6206	0.538
4173	5111	0.538
3015	10935	0.538
891	9768	0.538
705	10606	0.538
1915	3122	0.538
4830	9319	0.538
9833	10615	0.538
6158	9814	0.538
890	4173	0.538
4085	10403	0.537
890	4001	0.537
2237	22974	0.537
6135	6171	0.537
7153	9793	0.537
3161	57405	0.537
471	4522	0.537
914	915	0.537
699	4001	0.537
6133	6208	0.537
7416	27346	0.537
3161	4085	0.537
3925	4176	0.537
891	1163	0.537
3832	6491	0.537
6139	6230	0.537
990	5427	0.537
6218	6227	0.537
1937	6203	0.536
699	11130	0.536
7298	8318	0.536
4173	4176	0.536
2305	9212	0.536
699	4175	0.536
4830	7416	0.536
6161	6210	0.536
6202	6204	0.536
891	4001	0.536
672	701	0.536
7272	10733	0.536
1063	2305	0.536
672	3832	0.536
1033	57405	0.536
6139	6159	0.536
6240	11004	0.536
4175	11130	0.536
6491	9793	0.536
6205	6235	0.536
699	9833	0.536
4085	5902	0.536
3832	9700	0.536
6132	6139	0.536
10403	10733	0.536
6491	9833	0.536
983	10403	0.536
3015	7272	0.536
7153	9232	0.536
3122	6132	0.535
10403	11130	0.535
567	6228	0.535
9768	11130	0.535
567	10399	0.535
9493	22974	0.535
6169	6204	0.535
890	990	0.535
4175	55215	0.535
4288	6241	0.535
891	9793	0.535
6139	6176	0.535
1062	22974	0.535
990	11339	0.535
6189	6229	0.534
3015	57405	0.534
6240	57405	0.534
6147	6218	0.534
899	3832	0.534
7272	9493	0.534
983	10733	0.534
699	6240	0.534
6181	6218	0.534
8318	9212	0.534
4946	6134	0.534
11004	11339	0.534
10606	10797	0.534
1062	9928	0.534
672	4175	0.534
2197	6204	0.534
699	1062	0.534
1915	6227	0.534
990	22974	0.534
4726	22948	0.534
890	9837	0.533
1062	9133	0.533
3832	10733	0.533
9814	10399	0.533
4946	6158	0.533
5983	9837	0.533
1062	10403	0.533
2618	22948	0.533
1033	6790	0.533
6202	10399	0.533
6147	6193	0.533
891	9232	0.533
5983	9319	0.533
699	9493	0.533
8318	11130	0.533
6181	6187	0.533
4946	6224	0.533
6136	6191	0.533
6171	6189	0.533
9133	9319	0.533
6136	6224	0.533
6139	6208	0.533
1058	4175	0.532
9493	9833	0.532
890	1719	0.532
891	10213	0.532
6171	6204	0.532
60	6210	0.532
567	6168	0.532
8624	10606	0.532
3015	11339	0.532
2237	6240	0.532
6161	6222	0.532
9212	9768	0.532
1937	6155	0.532
5902	9837	0.532
4085	79022	0.532
9232	22974	0.532
6790	57405	0.532
6227	6228	0.531
1937	6136	0.531
